ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 04/05/2026;COBERTURA;IMPORTE AFILIADO
45691;magnesio+asoc.;TOTAL MAGNESIANO SPORT;sob.x 30;Temis-Lostal¿;$ 30891.57;40%;$ 18534.94
45694;magnesio+ginseng+asoc.;TOTAL MAGNESIANO GINSENG;pvo.sob.x 30;Temis-Lostal¿;$ 57953.82;40%;$ 34772.29
9453;magnesio+vit.c;TOTAL MAGNESIANO VITAMINA C;comp.eferv.x 24;Temis-Lostal¿;$ 42353.28;40%;$ 25411.97
45693;magnesio+vit.c;TOTAL MAGNESIANO VITAMINA C;pvo.eferv.sob.x 30;Temis-Lostal¿;$ 51820.16;40%;$ 31092.1
10286;meloxicam;VIROBRON;comp.x 15;Temis-Lostal¿;$ 4872.6;40%;$ 2923.56
967;meloxicam;VIROBRON;comp.x 30;Temis-Lostal¿;$ 39713.55;40%;$ 23828.13
44528;meloxicam+pridinol;MIO VIROBRON;comp.x 10;Temis-Lostal¿;$ 14572.02;40%;$ 8743.21
20335;meloxicam+pridinol;MIO VIROBRON;comp.x 20;Temis-Lostal¿;$ 28359.19;40%;$ 17015.51
49084;memantine;PRECEL 20;comp.multirran.x 30;Temis-Lostal¿;$ 19303.32;50%;$ 9651.66
8763;mentol+alcanfor+asoc.;ASEPTOBRON INHALACIONES;perlas x 10;Temis-Lostal¿;$ 9869.35;50%;$ 4934.68
36788;metformina;METFORMIN TEMIS;1 g comp.rec.x 30;Temis-Lostal¿;$ 17597.25;100%;$ 0
36789;metformina;METFORMIN TEMIS;1 g comp.rec.x 60;Temis-Lostal¿;$ 31278.29;100%;$ 0
17329;metformina;METFORMIN TEMIS;500 mg comp.x 30;Temis-Lostal¿;$ 5973.37;100%;$ 0
17330;metformina;METFORMIN TEMIS;500 mg comp.x 60;Temis-Lostal¿;$ 11450.02;100%;$ 0
21685;metformina;METFORMIN TEMIS;850 mg comp.rec.x 30;Temis-Lostal¿;$ 13474.3;100%;$ 0
21686;metformina;METFORMIN TEMIS;850 mg comp.rec.x 60;Temis-Lostal¿;$ 26023.72;100%;$ 0
40694;miconazol+metronidazol+asoc.;NEO PELVICILLIN;óv.x 6;Temis-Lostal¿;$ 20327.76;40%;$ 12196.66
8822;neomicina;NEOMAS BOWERS;250 mg comp.x 16;Temis-Lostal¿;$ 22687.47;60%;$ 9074.99
9457;norfloxacina;UROTEM;comp.x 14;Temis-Lostal¿;$ 16731.42;60%;$ 6692.57
32270;norfloxacina;UROTEM;comp.x 20;Temis-Lostal¿;$ 23246.24;60%;$ 9298.5
30587;norfloxacina+fenazopiridina;UROTEM DOL;comp.x 10 + 10;Temis-Lostal¿;$ 12067.09;50%;$ 6033.55
45689;olanzapina;SARTINA;10 mg comp.x 30;Temis-Lostal¿;$ 192165.77;50%;$ 96082.89
45687;olanzapina;SARTINA;5 mg comp.x 30;Temis-Lostal¿;$ 97657.06;50%;$ 48828.53
33093;paroxetina;AFENEXIL;20 mg comp.rec.x 30;Temis-Lostal¿;$ 40464.33;50%;$ 20232.17
14563;polen,extracto;CERNILTON PLUS;cáps.x 30;Temis-Lostal¿;$ 43413.45;50%;$ 21706.73
47875;pregabalina;KABIAN 100 MULTIDOSIS;100 mg comp.trirran.x 30;Temis-Lostal¿;$ 68258.74;50%;$ 34129.37
54757;pregabalina;KABIAN 150 MULTIDOSIS;150 mg comp.birran.x 30;Temis-Lostal¿;$ 41206.38;50%;$ 20603.19
44933;pregabalina;KABIAN 150;150 mg cáps.x 30;Temis-Lostal¿;$ 38474.17;50%;$ 19237.09
54758;pregabalina;KABIAN 75 MULTIDOSIS;75 mg comp.birran.x 30;Temis-Lostal¿;$ 43381.57;50%;$ 21690.79
44932;pregabalina;KABIAN 75;75 mg cáps.x 30;Temis-Lostal¿;$ 33369.5;50%;$ 16684.75
61307;promestriene;COLPOESTRIENE;cr. vag. x 15 g.;Temis-Lostal¿;$ 23369.7;50%;$ 11684.85
61218;promestriene;COLPOESTRIENE;óv. x 10;Temis-Lostal¿;$ 21369.39;50%;$ 10684.7
61219;promestriene;COLPOESTRIENE;óv. x 20;Temis-Lostal¿;$ 39533.23;50%;$ 19766.62
16217;pygeum africanum+serenoa rep.;NORMOPROST PLUS;cáps.x 30;Temis-Lostal¿;$ 41745.05;50%;$ 20872.53
47847;quetiapina;DENDRITEX 100;100 mg comp.trirran.x 30;Temis-Lostal¿;$ 96484.79;50%;$ 48242.4
47846;quetiapina;DENDRITEX 25;25 mg comp.rec.x 30;Temis-Lostal¿;$ 58622.76;50%;$ 29311.38
47211;ramipril;LOSTAPRES;10 mg comp.x 30;Temis-Lostal¿;$ 53765.24;60%;$ 21506.1
21981;ramipril;LOSTAPRES;2.5 mg comp.x 30;Temis-Lostal¿;$ 21983.15;60%;$ 8793.26
21983;ramipril;LOSTAPRES;5 mg comp.x 30;Temis-Lostal¿;$ 40346.29;60%;$ 16138.52
44047;rosuvastatina;NODIS 10;10 mg comp.rec.x 30;Temis-Lostal¿;$ 23328.81;60%;$ 9331.52
44048;rosuvastatina;NODIS 20;20 mg comp.rec.x 30;Temis-Lostal¿;$ 41611.26;60%;$ 16644.5
53391;rosuvastatina;NODIS 40;40 mg comp.rec.x 30;Temis-Lostal¿;$ 71715.89;60%;$ 28686.36
44937;rosuvastatina;NODIS 5;5 mg comp.rec.x 30;Temis-Lostal¿;$ 15480.57;60%;$ 6192.23
49611;saccharomyces boulardii;FLORATIL 250;250 mg cáps.x 12;Temis-Lostal¿;$ 22458.68;50%;$ 11229.34
50145;saccharomyces boulardii;FLORATIL 250;250 mg cáps.x 50;Temis-Lostal¿;$ 76314.09;50%;$ 38157.05
49612;saccharomyces boulardii;FLORATIL 250;250 mg pvo.sob.x 10;Temis-Lostal¿;$ 22710.85;50%;$ 11355.43
21223;simvastatin;NIVELIPOL;20 mg comp.x 30;Temis-Lostal¿;$ 16644.01;60%;$ 6657.6
56984;solifenacina;CISTIL;10 mg comp.rec.x 30;Temis-Lostal¿;$ 50057.76;50%;$ 25028.88
56983;solifenacina;CISTIL;5 mg comp.rec.x 30;Temis-Lostal¿;$ 44297.56;50%;$ 22148.78
51690;tadalafilo;VIRILON MAX;20 mg comp.rec.x 1;Temis-Lostal¿;$ 445.89;50%;$ 222.95
51691;tadalafilo;VIRILON MAX;20 mg comp.rec.x 2;Temis-Lostal¿;$ 11362.63;50%;$ 5681.32
51692;tadalafilo;VIRILON MAX;20 mg comp.rec.x 4;Temis-Lostal¿;$ 48410.36;50%;$ 24205.18
36782;tamsulosina;LOSTAM;0.4mg cáps.lib.prol.x 30;Temis-Lostal¿;$ 42740.68;50%;$ 21370.34
50146;tirotricina+benzocaína+asoc.;ASEPTOBRON CARAMELOS;env.x 9;Temis-Lostal¿;$ 3142.52;50%;$ 1571.26
39873;tióctico,ác.;TIOCTIC TEMIS;comp.x 30;Temis-Lostal¿;$ 50731.85;50%;$ 25365.93
25767;tolterodina;TOLTEM;comp.rec.x 30;Temis-Lostal¿;$ 41747.08;50%;$ 20873.54
48735;triiodotironina+flumetasona;TRESITE F;pomo x 40 g;Temis-Lostal¿;$ 54151.86;50%;$ 27075.93
51179;valsartán;NICORVAS;160 mg comp.rec.x 30;Temis-Lostal¿;$ 38234.51;60%;$ 15293.8
51178;valsartán;NICORVAS;80 mg comp.rec.x 30;Temis-Lostal¿;$ 30466.71;60%;$ 12186.68
51177;valsartán+amlodipina;NICORVAS A;160/5 mg comp.rec.x 30;Temis-Lostal¿;$ 45108.2;50%;$ 22554.1
51180;valsartán+hidroclorotiazida;NICORVAS DIUR;160/25 mg comp.rec.x30;Temis-Lostal¿;$ 41413.87;50%;$ 20706.94
51181;valsartán+hidroclorotiazida;NICORVAS DIUR;80/12.5 mg comp.rec.x30;Temis-Lostal¿;$ 33152.48;50%;$ 16576.24
21841;yohimbina+asoc.;OPTIMINA PLUS;blíst.comp.rec.x 30;Temis-Lostal¿;$ 39387.05;50%;$ 19693.53
54594;acetilcisteína;ACETILCISTEINA TEVA;600 mg comp.eferv.x 10;Teva Argentina;$ 12347.54;40%;$ 7408.52
27610;acitretina;NEOTIGASON;10 mg cáps.x 30;Teva Argentina;$ 51172.11;50%;$ 25586.06
26974;acitretina;NEOTIGASON;25 mg cáps.x 30;Teva Argentina;$ 107778.48;50%;$ 53889.24
28381;alendronato;ARENDAL;70 mg comp.x 4;Teva Argentina;$ 25266.94;60%;$ 10106.78
39569;amlodipina+losartán,potásico;TERLOC MAX;100/5 mg comp.(30 + 30);Teva Argentina;$ 43695.4;50%;$ 21847.7
52123;amlodipina+losartán,potásico;NITEN MAX 5/100;5/100 mg comp.x 30;Teva Argentina;$ 39398.88;50%;$ 19699.44
52122;amlodipina+losartán,potásico;NITEN MAX 5/50;5/50 mg comp.x 30;Teva Argentina;$ 35322;50%;$ 17661
39568;amlodipina+losartán,potásico;TERLOC MAX;50/5 mg comp.(30 + 30);Teva Argentina;$ 40443.29;50%;$ 20221.65
22523;atorvastatín;LIPIBEC;10 mg comp.rec.x 30;Teva Argentina;$ 40438.86;60%;$ 16175.54
28382;atorvastatín;LIPIBEC;10 mg comp.rec.x 60;Teva Argentina;$ 67899.18;60%;$ 27159.67
22524;atorvastatín;LIPIBEC;20 mg comp.rec.x 30;Teva Argentina;$ 67489.95;60%;$ 26995.98
28383;atorvastatín;LIPIBEC;20 mg comp.rec.x 60;Teva Argentina;$ 115363;60%;$ 46145.2
31292;atorvastatín;LIPIBEC;40 mg comp.rec.x 30;Teva Argentina;$ 73428.19;60%;$ 29371.28
44896;atorvastatín+ezetimibe;LIPIBEC PLUS;10/10 mg comp.x 30;Teva Argentina;$ 43845.32;50%;$ 21922.66
44897;atorvastatín+ezetimibe;LIPIBEC PLUS;20/10 mg comp.x 30;Teva Argentina;$ 59398.05;50%;$ 29699.03
47868;betametasona+gentamicina;DEXALERGIN NF;cr.x 20 g;Teva Argentina;$ 7919.71;40%;$ 4751.83
1567;bezafibrato;BEZALIP RETARD;comp.rec.x 30;Teva Argentina;$ 54722.56;60%;$ 21889.02
55926;bisoprolol;BISOPROLOL TEVA;10 mg comp.x 30;Teva Argentina;$ 19971.52;60%;$ 7988.61
55925;bisoprolol;BISOPROLOL TEVA;5 mg comp.x 30;Teva Argentina;$ 15617.12;60%;$ 6246.85
11721;bromazepam;ATEMPERATOR;3 mg comp.x 30;Teva Argentina;$ 6170.89;50%;$ 3085.45
11722;bromazepam;ATEMPERATOR;3 mg comp.x 60;Teva Argentina;$ 8652.72;50%;$ 4326.36
11723;bromazepam;ATEMPERATOR;6 mg comp.x 30;Teva Argentina;$ 11059.74;50%;$ 5529.87
11724;bromazepam;ATEMPERATOR;6 mg comp.x 60;Teva Argentina;$ 20775.86;50%;$ 10387.93
3329;carbamazepina;CONFORMAL;200 mg comp.x 30;Teva Argentina;$ 16663.94;80%;$ 3332.79
10411;carbamazepina;CONFORMAL;200 mg comp.x 60;Teva Argentina;$ 36228.59;80%;$ 7245.72
930;carbamazepina;CONFORMAL AP;400 mg comp.x 30;Teva Argentina;$ 1007.11;80%;$ 201.42
34743;cefalexina;KEFORAL;1000 mg comp.rec.x 16;Teva Argentina;$ 25403.3;60%;$ 10161.32
5073;cefalexina;KEFORAL;1000 mg comp.rec.x 8;Teva Argentina;$ 13942.71;60%;$ 5577.08
5071;cefalexina;KEFORAL;500 mg comp.rec.x 16;Teva Argentina;$ 13109.79;60%;$ 5243.92
34742;cefalexina;KEFORAL;500 mg comp.rec.x 24;Teva Argentina;$ 16490.42;60%;$ 6596.17
5070;cefalexina;KEFORAL;500 mg comp.rec.x 8;Teva Argentina;$ 7436.58;60%;$ 2974.63
10040;cefalexina;KEFORAL;500 mg jbe.extr.x 100 ml;Teva Argentina;$ 19285.22;60%;$ 7714.09
10039;cefalexina;KEFORAL;500 mg jbe.extr.x 60 ml;Teva Argentina;$ 11639.04;60%;$ 4655.62
51838;cetirizina;DEXALERGIN NOVO CB;10 mg cáps.bl.x 30;Teva Argentina;$ 789.91;40%;$ 473.95
30386;citalopram;PSICONOR;20 mg comp.x 15;Teva Argentina;$ 1418.84;50%;$ 709.42
30387;citalopram;PSICONOR;20 mg comp.x 30;Teva Argentina;$ 36077.66;50%;$ 18038.83
7610;clonixinato lisina;DOLEX;125 mg comp.rec.x 100;Teva Argentina;$ 440.87;50%;$ 220.44
61490;dapagliflozina;JALORESE;10 mg comp.x 28;Teva Argentina;$ 72161.95;100%;$ 0
8666;dexametasona+clorfeniramina;DEXALERGIN;comp.rec.x 20;Teva Argentina;$ 11315.9;50%;$ 5657.95
8667;dexametasona+clorfeniramina;DEXALERGIN;comp.rec.x 40;Teva Argentina;$ 17107.95;50%;$ 8553.98
8670;dexametasona+clorfeniramina;DEXALERGIN;jbe.x 100 ml;Teva Argentina;$ 9126.7;50%;$ 4563.35
8668;dexametasona+neomicina+asoc.;DEXALERGIN;gts.x 30 ml;Teva Argentina;$ 10125.61;50%;$ 5062.81
8669;dexametasona+neomicina+asoc.;DEXALERGIN;gts.x 60 ml;Teva Argentina;$ 17928.72;50%;$ 8964.36
23659;dexametasona+neomicina+asoc.;DEXALERGIN N;sol.atomiz.x10 ml c/valv;Teva Argentina;$ 11312.57;50%;$ 5656.29
42772;diacereína;NULARTRIN;50 mg cáps.x 30;Teva Argentina;$ 35110.44;50%;$ 17555.22
47405;diacereína;NULARTRIN;50 mg cáps.x 60;Teva Argentina;$ 54221.33;50%;$ 27110.67
52432;diacereína+sulf.glucosamina pot.;NULARTRIN GLUCO;caps.x 60;Teva Argentina;$ 1643.26;50%;$ 821.63
40726;diclofenac sódico;KINALGIN;1.5% sol.tópica x 60 ml;Teva Argentina;$ 21786.91;40%;$ 13072.15
54515;diclofenac sódico;DICLOFENAC TEVA;75 mg comp.x 10;Teva Argentina;$ 550.92;40%;$ 330.55
54516;diclofenac sódico;DICLOFENAC TEVA;75 mg comp.x 30;Teva Argentina;$ 1015.44;40%;$ 609.26
53923;diclofenac+pridinol;DICLOFENAC PRIDINOL TEVA;4 mg comp.x 10;Teva Argentina;$ 731.77;40%;$ 439.06
53924;diclofenac+pridinol;DICLOFENAC PRIDINOL TEVA;4 mg comp.x 30;Teva Argentina;$ 744.45;40%;$ 446.67
10790;diflorasona+econazol+gentamicina;FILODERMA PLUS;cr.x 20 g;Teva Argentina;$ 11776.03;50%;$ 5888.02
14091;diflorasona+econazol+gentamicina;GRISEOCREM NF;pomo x 20 g;Teva Argentina;$ 12100.23;50%;$ 6050.12
7258;diflorasona+gentamicina;FILODERMA;cr.x 20 g;Teva Argentina;$ 11634.25;50%;$ 5817.13
8691;diltiazem;HART;60 mg comp.x 50;Teva Argentina;$ 11407.57;60%;$ 4563.03
14737;diosmina;FLEBON 500;500 mg comp.x 30;Teva Argentina;$ 28380.44;50%;$ 14190.22
46979;diosmina;FLEBON 500;500 mg comp.x 60;Teva Argentina;$ 54745.65;50%;$ 27372.83
25867;donepecilo;VALPEX;10 mg comp.rec.x 30;Teva Argentina;$ 53860.95;50%;$ 26930.48
51194;donepecilo;VALPEX;10 mg comp.rec.x 60;Teva Argentina;$ 101130.79;50%;$ 50565.4
25866;donepecilo;VALPEX;5 mg comp.rec.x 30;Teva Argentina;$ 43065.87;50%;$ 21532.94
51193;donepecilo;VALPEX;5 mg comp.rec.x 60;Teva Argentina;$ 82706.53;50%;$ 41353.27
44427;duloxetina;NITIDEX;30 mg cáps.x 14;Teva Argentina;$ 33009.45;50%;$ 16504.73
53892;duloxetina;NITIDEX;30 mg cáps.x 28;Teva Argentina;$ 61352.27;50%;$ 30676.14
44429;duloxetina;NITIDEX;60 mg cáps.x 28;Teva Argentina;$ 62323.39;50%;$ 31161.7
44228;eplerenona;SUFICARD;25 mg comp.rec.x 30;Teva Argentina;$ 28173.64;50%;$ 14086.82
44229;eplerenona;SUFICARD;50 mg comp.rec.x 30;Teva Argentina;$ 41009.23;50%;$ 20504.62
10794;escina(extr.cast.de Indias);NADEM FORTE;grag.x 30;Teva Argentina;$ 13829.28;50%;$ 6914.64
10795;escina(extr.cast.de Indias);NADEM FORTE;grag.x 60;Teva Argentina;$ 24963.15;50%;$ 12481.58
60929;escitalopram;EPSICONOR;10 mg comp. rec.x 30;Teva Argentina;$ 33967.61;50%;$ 16983.81
54329;escitalopram;ESCITALOPRAM TEVA;10 mg tab.x 30;Teva Argentina;$ 8928.76;50%;$ 4464.38
60930;escitalopram;EPSICONOR;20 mg comp. rec.x 30;Teva Argentina;$ 60341.32;50%;$ 30170.66
54330;escitalopram;ESCITALOPRAM TEVA;20 mg tab.x 30;Teva Argentina;$ 15276.5;50%;$ 7638.25
54152;etoricoxib;KEMPO;60 mg comp.rec.x 30;Teva Argentina;$ 883.38;50%;$ 441.69
54153;etoricoxib;KEMPO;90 mg comp.rec.x 15;Teva Argentina;$ 718.18;50%;$ 359.09
54154;etoricoxib;KEMPO;90 mg comp.rec.x 30;Teva Argentina;$ 1083.55;50%;$ 541.78
35799;ezetimibe;VADEL;10 mg comp.x 30;Teva Argentina;$ 21256.51;50%;$ 10628.26
47762;febuxostat;DUTRINOL;80 mg comp.x 30;Teva Argentina;$ 4800.02;50%;$ 2400.01
8710;fenofibrato;SCLEROFIN U.D.;350 mg comp.rec.x 30;Teva Argentina;$ 29047.44;60%;$ 11618.98
28384;fenofibrato micronizado;MINUSLIP;200 mg cáps.x 30;Teva Argentina;$ 41284.96;60%;$ 16513.98
46980;fenofibrato micronizado;MINUSLIP;200 mg cáps.x 60;Teva Argentina;$ 71811.81;60%;$ 28724.72
62931;fenofíbrico,ác.;MINUSLIP XR;135 mg cáps.x 30;Teva Argentina;$ 36186.12;60%;$ 14474.45
62933;fenofíbrico,ác.;MINUSLIP XR;45 mg cáps.x 30;Teva Argentina;$ 30228.72;60%;$ 12091.49
13953;finasteride;PROSTENE;5 mg comp.x 30;Teva Argentina;$ 38619.96;50%;$ 19309.98
54248;fluconazol;FLUCONAZOL TEVA;150 mg cáps.x 4;Teva Argentina;$ 775.19;50%;$ 387.6
54336;fluoxetina;FLUOXETINA TEVA;20 mg tab.x 30;Teva Argentina;$ 20570.65;50%;$ 10285.33
5179;fluoxetina;SAURAT;comp.x 30;Teva Argentina;$ 535.75;50%;$ 267.88
54333;fluticasona;FLUTICASONA TEVA;50 mcg spray nasalx120ds;Teva Argentina;$ 1075.95;80%;$ 215.19
59828;fluticasona;DEXALERGIN CORT;50mcg spray nasalx120ds.;Teva Argentina;$ 12979.97;80%;$ 2595.99
29371;galantamina;NUMENCIAL;4 mg comp.rec.x 14;Teva Argentina;$ 22378.69;50%;$ 11189.35
29372;galantamina;NUMENCIAL;4 mg comp.rec.x 56;Teva Argentina;$ 60790.07;50%;$ 30395.04
29373;galantamina;NUMENCIAL;8 mg comp.rec.x 56;Teva Argentina;$ 85351.5;50%;$ 42675.75
50029;glimepiride+metformina;MECTIN PLUS;1000/2 mg comp.rec.x 30;Teva Argentina;$ 449.7;50%;$ 224.85
50030;glimepiride+metformina;MECTIN PLUS;1000/4 mg comp.rec.x 30;Teva Argentina;$ 536.25;50%;$ 268.13
19881;hialuronato sódico;ARTFLEX;25 mg jga.prell.x1+ag.x2;Teva Argentina;$ 85236.68;50%;$ 42618.34
1363;hidroclorotiazida+amilorida;HIDRENOX A;comp.x 50;Teva Argentina;$ 12933.39;50%;$ 6466.7
57231;hidroxicloroquina;EVOQUIN;200 mg comp.x 30;Teva Argentina;$ 16188.51;50%;$ 8094.26
15235;hidroxicloroquina;EVOQUIN;200 mg comp.x 60;Teva Argentina;$ 35268;50%;$ 17634
14970;idebenona;NEMOCEBRAL;100 mg grag.x 30;Teva Argentina;$ 80448.27;50%;$ 40224.14
11258;idebenona;NEMOCEBRAL;30 mg grag.x 30;Teva Argentina;$ 24732.94;50%;$ 12366.47
16987;idebenona;NEMOCEBRAL;45 mg grag.x 30;Teva Argentina;$ 38143.93;50%;$ 19071.97
16988;idebenona;NEMOCEBRAL;45 mg grag.x 60;Teva Argentina;$ 69848.36;50%;$ 34924.18
32707;idebenona+nimodipina;NEMOCEBRAL PLUS;comp.x 30;Teva Argentina;$ 41165.17;50%;$ 20582.59
33279;lamotrigina;EPILEPAX;100 mg comp.dispers.x 30;Teva Argentina;$ 53603.24;60%;$ 21441.3
51250;lamotrigina;EPILEPAX;100 mg comp.dispers.x 60;Teva Argentina;$ 94915.17;60%;$ 37966.07
33280;lamotrigina;EPILEPAX;200 mg comp.dispers.x 30;Teva Argentina;$ 70691.22;60%;$ 28276.49
33277;lamotrigina;EPILEPAX;25 mg comp.dispers.x 30;Teva Argentina;$ 17274.71;60%;$ 6909.88
33278;lamotrigina;EPILEPAX;50 mg comp.dispers.x 30;Teva Argentina;$ 26727.42;60%;$ 10690.97
26578;leflunomida;FILARTROS;20 mg comp.rec.x 30;Teva Argentina;$ 50297.97;50%;$ 25148.99
58477;levetiracetam;LAFONTEN;1000 mg comp.x 30;Teva Argentina;$ 138196.98;50%;$ 69098.49
58476;levetiracetam;LAFONTEN;500 mg comp.x 30;Teva Argentina;$ 70501.48;50%;$ 35250.74
7048;lisinopril;TENSOPRIL;10 mg comp.x 20;Teva Argentina;$ 15190.87;60%;$ 6076.35
564;lisinopril;TENSOPRIL;10 mg comp.x 40;Teva Argentina;$ 30380.97;60%;$ 12152.39
7050;lisinopril;TENSOPRIL;20 mg comp.x 20;Teva Argentina;$ 20098.54;60%;$ 8039.42
565;lisinopril;TENSOPRIL;20 mg comp.x 40;Teva Argentina;$ 35580.44;60%;$ 14232.18
6955;lisinopril;TENSOPRIL;5 mg comp.x 20;Teva Argentina;$ 8285.36;60%;$ 3314.14
563;lisinopril;TENSOPRIL;5 mg comp.x 40;Teva Argentina;$ 16570.99;60%;$ 6628.4
10926;lisinopril+hidroclorotiazida;TENSOPRIL D;comp.x 20;Teva Argentina;$ 20871.58;60%;$ 8348.63
668;lorazepam;EMOTIVAL;1 mg comp.x 100;Teva Argentina;$ 10607.74;50%;$ 5303.87
7259;lorazepam;SIDENAR;1 mg comp.x 100;Teva Argentina;$ 10259.24;50%;$ 5129.62
5236;lorazepam;SIDENAR;1 mg comp.x 20;Teva Argentina;$ 3490.37;50%;$ 1745.19
11731;lorazepam;EMOTIVAL;1 mg comp.x 30;Teva Argentina;$ 4586.27;50%;$ 2293.14
5345;lorazepam;SIDENAR;1 mg comp.x 50;Teva Argentina;$ 7484.42;50%;$ 3742.21
11732;lorazepam;EMOTIVAL;1 mg comp.x 60;Teva Argentina;$ 8531.49;50%;$ 4265.75
671;lorazepam;EMOTIVAL;2 mg comp.x 100;Teva Argentina;$ 15147.96;50%;$ 7573.98
11733;lorazepam;EMOTIVAL;2 mg comp.x 30;Teva Argentina;$ 5718.23;50%;$ 2859.12
11734;lorazepam;EMOTIVAL;2 mg comp.x 60;Teva Argentina;$ 10356.89;50%;$ 5178.45
7260;lorazepam;SIDENAR;2.5 mg comp.x 100;Teva Argentina;$ 14930.37;50%;$ 7465.19
5744;lorazepam;SIDENAR;2.5 mg comp.x 20;Teva Argentina;$ 4443.78;50%;$ 2221.89
5550;lorazepam;SIDENAR;2.5 mg comp.x 50;Teva Argentina;$ 10596.49;50%;$ 5298.25
31469;losartán;NITEN 100;comp.rec.x 30;Teva Argentina;$ 37226.07;60%;$ 14890.43
51252;losartán;NITEN 100;comp.rec.x 60;Teva Argentina;$ 72883.95;60%;$ 29153.58
16399;losartán;NITEN;comp.x 15;Teva Argentina;$ 407.16;60%;$ 162.86
16400;losartán;NITEN;comp.x 30;Teva Argentina;$ 30054.34;60%;$ 12021.74
51251;losartán;NITEN;comp.x 60;Teva Argentina;$ 57318.62;60%;$ 22927.45
34374;losartán+hidroclorotiazida;NITEN D 100;comp.rec.x 30;Teva Argentina;$ 37956.04;50%;$ 18978.02
18249;losartán+hidroclorotiazida;NITEN D;comp.x 30;Teva Argentina;$ 34743.25;50%;$ 17371.63
7319;magnesio,valproato;LOGICAL;200 mg comp.x 30;Teva Argentina;$ 16497.41;80%;$ 3299.48
7320;magnesio,valproato;LOGICAL;200 mg comp.x 60;Teva Argentina;$ 29127.96;80%;$ 5825.59
7321;magnesio,valproato;LOGICAL;400 mg comp.x 30;Teva Argentina;$ 34408.04;80%;$ 6881.61
7331;magnesio,valproato;LOGICAL;400 mg comp.x 60;Teva Argentina;$ 63707.57;80%;$ 12741.51
54323;meloxicam;MELOXICAM TEVA;15 mg tabl.x 10;Teva Argentina;$ 831.73;40%;$ 499.04
54324;meloxicam;MELOXICAM TEVA;15 mg tabl.x 30;Teva Argentina;$ 1762.86;40%;$ 1057.72
54325;meloxicam+pridinol;MELOXICAM + PRIDINOL TEVA;15/4 mg tab.x 10;Teva Argentina;$ 1556.96;40%;$ 934.18
54326;meloxicam+pridinol;MELOXICAM + PRIDINOL TEVA;15/4 mg tabl.x 20;Teva Argentina;$ 1247.22;40%;$ 748.33
44706;meloxicam+pridinol;ALDORON FLEX;comp.ran.x 20;Teva Argentina;$ 520.84;40%;$ 312.5
36462;memantine;PRONERVON;10 mg comp.rec.x 30;Teva Argentina;$ 803.43;50%;$ 401.72
54327;memantine;MEMANTINA TEVA;10 mg tab.x 30;Teva Argentina;$ 34815.13;50%;$ 17407.57
45007;memantine;PRONERVON 20;20 mg comp.rec.x 28;Teva Argentina;$ 1051.38;50%;$ 525.69
54328;memantine;MEMANTINA TEVA;20 mg tab.x 30;Teva Argentina;$ 46994.47;50%;$ 23497.24
46411;memantine clorh.+donepecilo clor;VALPEX DUO;10/20mg comp.x 60(30+30);Teva Argentina;$ 76798.31;50%;$ 38399.16
46410;memantine clorh.+donepecilo clor;VALPEX DUO;5/20 mg comp.x 60(30+30);Teva Argentina;$ 68413.09;50%;$ 34206.55
48565;metformina;MECTIN XR 1000;1000 mg comp.rec.AP x 30;Teva Argentina;$ 17504.01;100%;$ 0
48566;metformina;MECTIN XR 1000;1000 mg comp.rec.AP x 60;Teva Argentina;$ 32691.96;100%;$ 0
48561;metformina;MECTIN XR;500 mg comp.rec.AP x 30;Teva Argentina;$ 10628.38;100%;$ 0
48562;metformina;MECTIN XR;500 mg comp.rec.AP x 60;Teva Argentina;$ 20071.54;100%;$ 0
48563;metformina;MECTIN XR 850;850 mg comp.rec.AP x 30;Teva Argentina;$ 13573.15;100%;$ 0
48564;metformina;MECTIN XR 850;850 mg comp.rec.AP x 60;Teva Argentina;$ 25924.84;100%;$ 0
58484;metilfenidato;METICIL;18 mg comp.rec.x 30;Teva Argentina;$ 94623.08;50%;$ 47311.54
58485;metilfenidato;METICIL;36 mg comp.rec.x 30;Teva Argentina;$ 136368.66;50%;$ 68184.33
58486;metilfenidato;METICIL;54 mg comp.rec.x 30;Teva Argentina;$ 183680.23;50%;$ 91840.12
52433;metoclopramida+pancreatina+asoc.;PRAXIS NF;comp.x 30;Teva Argentina;$ 15931.2;50%;$ 7965.6
52434;metoclopramida+pancreatina+asoc.;PRAXIS NF;comp.x 60;Teva Argentina;$ 1175.9;50%;$ 587.95
29369;metotrexato;ERVEMIN;10 mg comp.x 10;Teva Argentina;$ 14757.94;50%;$ 7378.97
41757;metotrexato;ERVEMIN;15 mg comp.x 4;Teva Argentina;$ 14071.82;50%;$ 7035.91
9865;metotrexato;ERVEMIN;2.5 mg comp.x 20;Teva Argentina;$ 8048.81;50%;$ 4024.41
29258;metotrexato;ERVEMIN;7.5 mg comp.x 10;Teva Argentina;$ 14279.22;50%;$ 7139.61
54335;naproxeno;NAPROXENO TEVA;500 mg tab.x 20;Teva Argentina;$ 21363.34;40%;$ 12818
48341;nebivolol;SYNCROCOR;10 mg comp.x 28;Teva Argentina;$ 43971.58;50%;$ 21985.79
