NOMBRE,DROGA,PRESENTACION,LABORATORIO,FORMA,VIA,TIPO_DE_VENTA,ACCION,TROQUEL,SNOMED
ACIFOL FE,"hierro+vit.b12+fólico,ác.",comp.x 30,Domínguez,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antianémico,6400971,239601000221106
ACIFOL FE,"hierro+vit.b12+fólico,ác.",comp.x 60,Domínguez,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antianémico,6400972,239611000221109
ACIFOL GOTAS,"fólico,ác.",fco.x 10 ml,Domínguez,Gotas orales,oral,Venta Bajo Receta,Antianémico,4930571,256201000221103
ACIFUSIN,"sodio,fusidato",ung.x 15 g,Andrómaco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antibiótico tópico,5702261,256221000221105
ACIFUSIN,"fusídico,ác.",cr.x 15 g,Andrómaco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antibiótico tópico,5702131,256211000221100
ACIFUSIN B,"fusídico,ác.+betametasona",cr.x 15 g,Andrómaco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antibacteriano Antiinflam.,5702391,256231000221108
ACILAC OMEGA 3-6,omega 3-6+avena+pantenol+vit.e,cr.x 200 g,Novoplos,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Hidratante Nutriente dérmico, , 
ACIMED,omeprazol,20 mg cáps.x 28,Medisol,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso, , 
ACIMED,omeprazol,40 mg cáps.x 30,Lepetit,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso,4634482,119081000221101
ACIMED F,famotidina,20 mg comp.x 30,Sanitas,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiulceroso,6747262, 
ACIMED F,famotidina,40 mg comp.x 30,Sanitas,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiulceroso,6747392, 
ACIMED L,lansoprazol,30 mg cáps.x 30,Lepetit,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso,5476132,252121000221102
ACIPOUN ORAL,clorhexidina,colut.x 200 ml,Medipharma,Colutorios/Buches,uso externo,Venta Libre,Enjuague bucal Antiplaca, , 
ACIVAL,nimodipina,comp.x 30,Géminis Farmacéutica,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Vasodilatador cerebral,3360911,208481000221101
ACIVAL,nimodipina,comp.x 60,Géminis Farmacéutica,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Vasodilatador cerebral,5939713,208491000221103
ACLASTA,"zoledrónico,ác.",5 mg f.a.x 100 ml,Biosidus S.A.U.,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Inhibidor resorc.osteoclástica,5472971,256261000221102
ACLER,fluorouracilo,cr.x 20 g,Pharmatrix,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta Archivada,Antineoplásico,560171,256271000221106
ACLOSAN,tamsulosina,0.4 mg cáps.x 30,Eurofarma,Cáps./Comp. de Liberación Controlada,oral,Venta Bajo Receta,Antiprostático,4655431,244801000221107
ACLOXIGENAC,diclofenac sódico,50 mg comp.rec.x 10,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antiinflam.,6492551, 
ACLOXIGENAC,diclofenac sódico,75 mg comp.rec.x 10,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antiinflam.,6492681, 
ACLOXIGENAC,diclofenac sódico,50 mg comp.rec.x 20,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antiinflam.,6492553, 
ACLOXIGENAC,diclofenac sódico,75 mg comp.rec.x 20,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antiinflam.,6492683, 
ACLOXIGENAC,diclofenac sódico,50 mg comp.rec.x 500,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antiinflam., , 
ACLOXIGENAC,diclofenac sódico,75 mg comp.rec.x 500,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antiinflam., , 
ACLOXIGENAC LP,diclofenac sódico,100mg cáps.lib.prol.x 10,Eczane,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam.,6492711, 
ACLOXIGENAC LP,diclofenac sódico,100mg cáps.lib.prol.x 20,Eczane,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam.,6492713, 
ACLOXIGENAC LP,diclofenac sódico,100mg cáps.lib.prol.x500,Eczane,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam., , 
ACLOXIGENAC PLUS,diclofenac+pridinol,comp.rec.x 10,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiinflam.Analgésico.Miorrelajante,6660391,508891000221108
ACLOXIGENAC PLUS,diclofenac+pridinol,comp.rec.x 20,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiinflam.Analgésico.Miorrelajante,6660393,508921000221100
ACLOXIGENAC PLUS,diclofenac+pridinol,comp.rec.x 500,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiinflam.Analgésico.Miorrelajante, ,508931000221102
ACLUSIN,cilostazol,50 mg comp.x 30,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antitrombótico Vasodilatador,5778711,188921000221108
ACLUSIN,cilostazol,100 mg comp.x 30,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antitrombótico Vasodilatador,5778841,188941000221104
ACLUSIN,cilostazol,100 mg comp.x 60,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antitrombótico Vasodilatador,5778842,227241000221102
ACNECLIN,minociclina,50 mg comp.rec.x 30,Siegfried,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,3990312,163181000221104
ACNECLIN 100 AP,minociclina,cáps. lib. prol.x 30,Siegfried,Cáps./Comp. de Liberación Controlada,oral,Venta Bajo Receta Archivada,Antibiótico,4434243,163211000221100
ACNEIQUE,"salicílico,ác.+asoc.",crema-gel x 40 g,Cepage,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Antiacneico, , 
ACNEIQUE EXFOLIANT,Pendiente,env. x 70 g,Cepage,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Exfoliante, , 
ACNEIQUE GEL,retinol+asoc.,gel x 200 g,Cepage,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Limpiador p/piel acneica, , 
ACNEIQUE H2O,ginkgo biloba+asoc.,loción x 245 ml,Cepage,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Antiacneico, , 
ACNEIQUE MAT,retinol+asoc.,env.x 40 g,Cepage,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Hidratante, , 
ACNEIQUE SERUM,"salicílico,ác.+asoc.",env. x 30 ml,Cepage,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Antiacneico, , 
ACNESAN,"benzoílo,peróxido",10% gel x 40 g,Fortbenton,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antiacneico,2938872,256311000221106
ACNESAN,"benzoílo,peróxido",5% gel x 40 g,Fortbenton,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antiacneico,2938792,256321000221101
ACNESAN DRY STICK,"salicílico,ác.+asoc.",barra secativa x 2 g,Fortbenton,Cosméticos,uso externo,Venta Libre,Producto Cosmético, , 
ACNETROL,extractos vegetales,gel x 60 g,Lagos,Cremas/Geles/Pomadas/Ungüentos,uso externo,No Clasificada,Descongestivo, , 
ACNETROL,extractos vegetales,loc.x 130 ml,Lagos,Solución de uso externo/Loción,uso externo,No Clasificada,Descongestivo, , 
ACNOXIN,"salicílico,ác.+asoc.",gel x 45 g,Andrómaco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antiacneico Antiseborreico,587524,256341000221105
ACNOXIN,"salicílico,ác.+asoc.",loc.x 140 ml,Andrómaco,Solución de uso externo/Loción,uso externo,Venta Bajo Receta,Antiacneico,587522,256371000221100
ACNOXIN,"salicílico,ác.+asoc.",spray x 140 ml,Andrómaco,Solución de uso externo/Loción,uso externo,Venta Bajo Receta,Antiacneico,587523,256361000221109
ACPAN,glicopirrolato,0.2 mg a.x 1,Gray,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Anticolinérgico,2902891,330541000221108
ACPAN,glicopirrolato,0.2 mg/ml a.x25 x 1 ml,Gray,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Anticolinérgico,290289,256381000221102
ACRYLARM,"poliacrílico,ác.",gel oft.x 10 g,Poen,Geles oftálmicos,uso externo,Venta Bajo Receta,Lubricante ocular,4296482,256391000221104
ACRYLARM PLUS,carbomer,gel oft.x 10 g,Poen,Geles oftálmicos,uso externo,Venta Bajo Receta,Lubricante ocular,5687391,256401000221102
ACTEMIN,modafinilo,200 mg comp.x 10,Lazar,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Agente despertador no anfetam.,5036231,443171000221106
ACTEMIN,modafinilo,200 mg comp.x 30,Lazar,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Agente despertador no anfetam.,5036232,443181000221109
ACTEMRA,tocilizumab,80mg/4ml f.a.x 1,Roche,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,No Clasificada,Venta Bajo Receta,Inmunosupresor,5900681,256431000221107
ACTEMRA,tocilizumab,200mg/10ml f.a.x 1,Roche,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,No Clasificada,Venta Bajo Receta,Inmunosupresor,5900711,256411000221104
ACTEMRA,tocilizumab,400mg/20ml f.a.x 1,Roche,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,No Clasificada,Venta Bajo Receta,Inmunosupresor,5900841,256421000221109
ACTEMRA SC,tocilizumab,162mg/0.9ml jga.prell.x4,Roche,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,No Clasificada,Venta Bajo Receta,Inmunosupresor,6360551,256441000221100
ACTIFEDRIN NASAL,nafazolina,0.1% gts.x 15 ml,Siegfried,Gotas/Geles nasales,nasal,Venta Bajo Receta,Descongestivo nasal,5075852, 
ACTILUZOL,riluzol,50 mg comp.x 60,Bioprofarma Bagó,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Neuroprotector,613513,175211000221109
ACTILYSE,activador tisular plasminógeno,50 mg iny.f.a.x 2,Boehringer Ingelheim,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Trombolítico,3098822,256471000221105
ACTIMAX,alendronato,70 mg comp.x 4,Siegfried,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiosteoporótico,5124201, 
ACTIMAX,alendronato,70 mg comp.x 8,Siegfried,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiosteoporótico,5124202, 
ACTIMIB,bortezomib,3.5 mg pvo.liof.x1,GP Pharm,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Antineoplásico, , 
ACTINERVAL,carbamazepina,200 mg comp.x 30,Bagó,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Anticonvulsivo,3366611,172021000221104
ACTINERVAL,carbamazepina,200 mg comp.x 60,Bagó,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Anticonvulsivo,3366613,134781000221105
ACTIRELAX,succinilcolina,100 mg f.a.x 25 x 2 ml,Northia,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Relajante muscular, ,428451000221102
ACTIRELAX NORTHIA,succinilcolina,500 mg f.a.x 25,Northia,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Relajante muscular, ,256501000221101
ACTISON,amantadina,100 mg comp.x 30,Eurofarma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano Antiviral,6336843,133581000221104
ACTISON,amantadina,100 mg comp.x 60,Eurofarma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano Antiviral,6336842,133591000221101
ACTIUM,vit.a+vit.e+asoc.,cr.nut.hidratante x 75 g,Monserrat,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Hidratante Nutriente dérmico, , 
ACTIVAMENT 5HTP,l-5-hidroxitriptofano,100 mg comp.x 30,Framingham Pharma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Suplemento dietario, , 
ACTIVIL,sildenafil,100 mg comp.x 2,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Trat.disfunción sexual masc.,4468821,110741000221102
ACTIVIL MASTICABLE,sildenafil,50 mg comp.mast.x 2,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Trat.disfunción sexual masc.,5695421,200421000221103
ACTRON,ibuprofeno,cáps.gelat.blanda x 10,Bayer Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., ,160141000221102
ACTRON,ibuprofeno,cáps.gelat.blanda x 20,Bayer Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., ,160151000221100
ACTRON  400 RAPIDA ACCION NF,ibuprofeno,400 mg cáps.x 10 promo,Bayer Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., , 
ACTRON 600 RAPIDA ACCION,ibuprofeno,cáps.gelat.blanda x 10,Bayer Consumer,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam.,5229911,170331000221102
ACTRON 600 RAPIDA ACCION,ibuprofeno,cáps.gelatina blanda x20,Bayer Consumer,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam.,5229912,145841000221106
ACTRON 600 RAPIDA ACCION NUEVA FORMULA,ibuprofeno,cáps.gelat.blanda x 10,Bayer Consumer,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam.,6814841, 
ACTRON 600 RAPIDA ACCION NUEVA FORMULA,ibuprofeno,cáps.gelat.blanda x 20,Bayer Consumer,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam.,6814842, 
ACTRON FLEX,ibuprofeno+clorzoxazona,cáps.bl.x 10,Bayer Consumer,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Miorrelaj.,6393971,243801000221105
ACTRON MIGRA,ibuprofeno+cafeína,cáps.x 10,Bayer Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., , 
ACTRON MUJER RAPIDA ACCION,ibuprofeno,400 mg cáps.x 10,Bayer Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., ,138561000221100
ACTRON PEDIATRICO,ibuprofeno,susp.oral x 100 ml,Bayer Consumer,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Libre,Analgésico Antiinflam., ,256511000221103
ACTRON PEDIATRICO 4%,ibuprofeno,susp.oral x 100 ml,Bayer Consumer,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta,Analgésico Antifebril,6051391,256531000221106
ACTRON PEDIATRICO 4%,ibuprofeno,susp.oral x 180 ml,Bayer Consumer,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta,Analgésico Antifebril,6051392,256541000221104
ACTRON RAPIDA ACCION,ibuprofeno,400 mg cáps.x 10,Bayer Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., , 
ACTRON RAPIDA ACCION,ibuprofeno,400 mg cáps.x 20,Bayer Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., , 
ACTUAL,"famotidina+calcio,carbon.+asoc.",blíst.comp.mast.x 10,Bagó,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Antiácido, ,159291000221101
ACTUAL,"famotidina+calcio,carbon.+asoc.",comp.mast.x 30,Bagó,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Antiácido, ,150541000221100
ACULAR,ketorolac,sol.oft.x 5 ml,Abbvie Allergan Aesthetics,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Antiinflam.oftálmico,3920431,256551000221102
ACULAR LS,ketorolac,sol.oft.x 5 ml,Abbvie Allergan Aesthetics,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Antiinflam.oftálmico,5543971,256561000221100
ACUS,dapagliflozina,10 mg comp. x 30,Roemmers,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6754261, 
ACUS,dapagliflozina,10 mg comp.rec. x 60,Roemmers,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6754262, 
ADACEL,toxoide tetán.+diftér.+pertusis,fco.mds.x 1 x 0.5 ml,Sanofi Health Argentina S.A.,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,Venta Bajo Receta,Vacuna triple acelular,591197,319161000221102
ADAPNE,adapaleno,0.1% gel x 30 g,Oxapharma,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antiacneico,5475001,256581000221107
ADAPNE,adapaleno,0.3% gel x 30 g,Oxapharma,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antiacneico,5888971,256591000221105
ADAPNE DUO,"adapaleno+benzoílo,peróxido",gel x 30 g,Oxapharma,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antiacneico,5939261,256601000221100
ADAPNE DUO FORTE,"adapaleno+benzoílo,peróxido",gel bomba dosif.x 30 g,Oxapharma,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antiacneico,6555971, 
ADCETRIS,brentuximab vedotin,50 mg vial x 1,Takeda Argentina S.A.,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta Archivada,Antineoplásico,6372681,256611000221102
ADDENTA,teneligliptina,20 mg comp.rec.x 30,Richmond,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6624391,405801000221100
ADECONCE,vit.a+vit.c+vit.d,sol.oral x 20 ml,Lafedar,Gotas orales,oral,Venta Bajo Receta,Vitamínico,523406,256621000221107
ADELGAZA-T,garcinia cambogia+asoc.,sobre x 40 x 2 g,San Ceferino,Granulados,oral,Venta Libre,Suplemento dietario, , 
ADEMPAS,riociguat,0.5 mg comp.x 42,Bayer (PH),Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Vasodilatador,6373391,449921000221106
ADEMPAS,riociguat,1.0 mg comp.x 42,Bayer (PH),Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Vasodilatador,6373421,255741000221102
ADEMPAS,riociguat,1.5 mg comp.x 42,Bayer (PH),Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Vasodilatador,6373551,254351000221102
ADEMPAS,riociguat,2.0 mg comp.x 84,Bayer (PH),Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Vasodilatador,6373682,255761000221103
ADEMPAS,riociguat,2.5 mg comp.x 84,Bayer (PH),Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Vasodilatador,6373712,254381000221107
ADENIL,betametasona+gentamic.+miconazol,cr.x 20 g,Austral,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antibiótico Antiinfl.Antimicot.,4578055,256651000221101
ADENOSINA BIOL,adenosina,3 mg/ml a.x 10 x 2 ml,Biol,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Antiarrítmico,450057,256671000221108
ADENOSINA GOBBI,adenosina,3 mg/ml a.x 50 x 2 ml,Gobbi,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Antiarrítmico, , 
ADERMICINA,neomicina+asoc.,cr.x 30 g,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Epitelizante Regenerador,85193,256721000221102
ADERMICINA A,vit.a+asoc.,cr.x 30 g,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Antibacteriano Cicatrizante, ,256691000221109
ADERMICINA A,vit.a+asoc.,cr.x 60 g,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Antibacteriano Cicatrizante, ,439731000221106
ADERMICINA A 2X1,vit.a+asoc.,cr.x 30 g x 2,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Antibacteriano Cicatrizante, ,439731000221106
ADERMICINA AE,vit.a+alantoína+asoc.,cr.x 200 g,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Nutriente dérmico, ,462911000221104
ADERMICINA AE,vit.a+alantoína+asoc.,emuls.x 400 ml,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Nutriente dérmico, ,462921000221109
ADERMICINA AGUA MICELAR,producto cosmético,env.x 400 ml,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Higiene de la piel, , 
ADERMICINA ANTI ACNE,adapaleno,gel x 30 g,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Antiacneico, ,443521000221100
ADERMICINA CUIDADO FACIAL,producto cosmético,antiar.cr.x 100 g oferta,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Antiarrugas, , 
ADERMICINA CUIDADO FACIAL,producto cosmético,humec.cr.x 100 g oferta,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Humectante, , 
ADERMICINA CUIDADO FACIAL,producto cosmético,unific.cr.x 100 g oferta,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Producto Cosmético, , 
ADERMICINA CUIDADO FACIAL,producto cosmético,sérum día x50ml 25%off,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Producto Cosmético, , 
ADERMICINA CUIDADO FACIAL,producto cosmético,sérum noche x50ml 25%off,Elea,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Producto Cosmético, , 
ADERMICINA CUIDADO FACIAL,té verde+asoc.,toallitas de limp. x 30,Elea,Toallitas embebidas,uso externo,Venta Libre,Higiene de la piel, , 
ADERMICINA JABON,producto cosmético,barra x 2 x 65 g,Elea,Jabón,uso externo,Venta Libre,Higiene facial, , 
ADERMICINA JABON,producto cosmético,pack x6 barra x2 x 65 g,Elea,Jabón,uso externo,Venta Libre,Higiene facial, , 
ADERMICINA JABON,producto cosmético,barra x 12 x 65 g,Elea,Jabón,uso externo,Venta Libre,Higiene facial, , 
ADERMITRIN,dexpantenol+asoc.,pomo x 30 g,Laboratorio Merlino,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Reconstituyente dérmico, ,462931000221107
ADEROGYL,vit.a+vit.d+asoc.,a.x 1,Laboratorio Gramon,Ampollas bebibles,oral,Venta Bajo Receta,Polivitamínico,484301,256731000221104
ADEVIT,vit.a+vit.d+asoc.,comp.x 60,Química Luar,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Polivitamínico Polimineral, , 
ADHESOL BIOL,resinas neutras,líq.x 92 ml,Biol,Solución de uso externo/Loción,uso externo,Venta Libre,Antiséptico,146551,256751000221108
ADIUVAN,glimepiride,2 mg comp.x 30,Lazar,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,4819033,196011000221101
ADIUVAN,glimepiride,4 mg comp.x 30,Lazar,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,4819113,135171000221105
ADIUVAN MET,glimepiride+metformina,2/1000 mg comp.x 30,Lazar,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,5876841,150331000221104
ADIUVAN MET,glimepiride+metformina,4/1000 mg comp.x 30,Lazar,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,5876971,205191000221103
ADRENALINA BIOL,adrenalina,1o/oo a.x 10 x 1 ml,Biol,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV/SC,Venta Bajo Receta,Simpaticomimético,964631,256791000221100
