NOMBRE,DROGA,PRESENTACION,LABORATORIO,PRECIO,PRECIOPAMI,FORMA,VIA,POTENCIA,UPOTENCIA,UNIDADES,TIPOUNIDAD,TIPO_DE_VENTA,ACCION,TROQUEL,SNOMED,GTIN1,C_BARRA,IMPORTADO,D_MARCA_CONTROLADO
TRANQUINAL 1,alprazolam,1 mg comp.x 60,Bagó,22806,18933,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Ansiolítico,2766515,182481000221102,07790375003401,7790375003401,Nacional,PSICOTROPICO IV
TRANQUINAL 1,alprazolam,1 mg comp.x 100,Bagó,35215,26934,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,100,unidades,Venta Bajo Receta Archivada,Ansiolítico,2766514,187081000221107,07790375251109,7790375251109,Nacional,PSICOTROPICO IV
TRANQUINAL 2,alprazolam,2 mg comp.x 30,Bagó,17893,14148,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Ansiolítico,2766692,187031000221106,07790375253080,7790375253080,Nacional,PSICOTROPICO IV
TRANQUINAL 2,alprazolam,2 mg comp.x 50,Bagó,31523,24714,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta Archivada,Ansiolítico,2766693,187041000221104,07790375253097,7790375253097,Nacional,PSICOTROPICO IV
TRANQUINAL 2,alprazolam,2 mg comp.x 60,Bagó,35807,27971,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Ansiolítico,2766695,182501000221109,07790375003388,7790375003388,Nacional,PSICOTROPICO IV
TRANQUINAL 2,alprazolam,2 mg comp.x 100,Bagó,59775,45736,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,100,unidades,Venta Bajo Receta Archivada,Ansiolítico,2766694,187051000221102,07790375253103,7790375253103,Nacional,PSICOTROPICO IV
TRANS RESVERATROL 500 VW,resveratrol+coenzima Q10+vit.+asoc.,cáps.x 30,Pharmamerican S.R.L.,28072,0,Cápsulas/Softgels,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7798008297258,7798008297258,Nacional,NO CONTROLADO
TRAPAX,lorazepam,1 mg comp.x 30,Pfizer,7837,4585,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Ansiolítico,2070364,168041000221103,07795381001038,7792499221709,Nacional,PSICOTROPICO IV
TRAPAX,lorazepam,2.5 mg comp.x 30,Pfizer,11005,6440,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Ansiolítico,2070284,127811000221100,07795381001069,7792499221907,Nacional,PSICOTROPICO IV
TRAPAX,lorazepam,1 mg comp.x 50,Pfizer,13570,7936,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta Archivada,Ansiolítico,2070362,168051000221101,07795381001045,7792499220306,Nacional,PSICOTROPICO IV
TRAPAX,lorazepam,2.5 mg comp.x 50,Pfizer,18521,10835,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta Archivada,Ansiolítico,2070282,127691000221108,07795381001076,7795381001076,Nacional,PSICOTROPICO IV
TRAPAX,lorazepam,1 mg comp.x 60,Pfizer,15140,8856,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Ansiolítico,2070365,168061000221104,07795381001052,7792499221808,Nacional,PSICOTROPICO IV
TRAPAX,lorazepam,2.5 mg comp.x 60,Pfizer,22646,13249,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Ansiolítico,2070285,127821000221105,07795381001083,7792499222003,Nacional,PSICOTROPICO IV
TRAPAX SUBLINGUAL,lorazepam,1 mg comp.x 30,Pfizer,15044,8800,Comprimidos/Pastillas/Tabletas/Grageas,sublingual,,mg,30,unidades,Venta Bajo Receta Archivada,Ansiolítico,2870203,173321000221107,07795381001090,7792499223000,Nacional,PSICOTROPICO IV
TRASTOCIR,cilostazol,50 mg comp.x 30,Elea,28603,21151,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antitrombótico Vasodilatador,4758571,124071000221108,07795326000867,7795326000867,Nacional,NO CONTROLADO
TRASTOCIR,cilostazol,100 mg comp.x 30,Elea,47446,39247,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antitrombótico Vasodilatador,4758651,124101000221101,07795326000874,7795326000874,Nacional,NO CONTROLADO
TRASTOCIR,cilostazol,50 mg comp.x 60,Elea,50813,38680,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antitrombótico Vasodilatador,4758572,124081000221106,07795342000056,7795342000056,Nacional,NO CONTROLADO
TRASTOCIR,cilostazol,100 mg comp.x 60,Elea,83299,67652,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antitrombótico Vasodilatador,4758652,124111000221103,07795342000063,7795342000063,Nacional,NO CONTROLADO
TRATACNE,tretinoína+eritromicina,gel x 15 g,Megalabs Argentina,29386,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 15 g,Venta Bajo Receta,Antiacneico,3643572,314141000221100,07791763000187,7791763000187,Nacional,NO CONTROLADO
TRAVATAN,travoprost,sol.oft.x 2.5 ml,Novartis,33096,31717,Gotas oftálmicas/Colirios,uso externo,,mg/ml,1,unidades de 2.5 ml,Venta Bajo Receta,Antiglaucomatoso,4908551,314151000221103,07795306423150,7792086416440,Importado,NO CONTROLADO
TRAVELGUM,tamsulosina,0.4 mg cáps.x 30,Microsules Arg.,55533,41595,Cáps./Comp. de Liberación Controlada,oral,,mg,30,unidades,Venta Bajo Receta,Antiprostático,5547392,147041000221105,07791829001011,7791829001011,Nacional,NO CONTROLADO
TRAVOPLOS,travoprost,sol.oft.x 5 ml,Novoplos,49450,33754,Gotas oftálmicas/Colirios,uso externo,,mg/ml,1,unidades de 5 ml,Venta Bajo Receta,Antiglaucomatoso,6241262,330711000221100,07795373010529,7795373010529,Nacional,NO CONTROLADO
TRAYENTA,linagliptina,comp.rec.x 30,Boehringer Ingelheim,272467,131620,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Hipoglucemiante oral,6129971,194731000221100,04048846014344,4048846005120,Nacional,NO CONTROLADO
TRAYENTA DUO,linagliptina+metformina,2.5/850 mg comp.x 60,Boehringer Ingelheim,307495,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Hipoglucemiante oral,6216681,185601000221101,04048846019585,4048846006684,Nacional,NO CONTROLADO
TRAYENTA DUO,linagliptina+metformina,2.5/1000 mg comp.x 60,Boehringer Ingelheim,346989,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Hipoglucemiante oral,6216711,173921000221108,04048846019592,4048846006691,Nacional,NO CONTROLADO
TRAZIDEX OFTENO,tobramicina+dexametasona,colirio x 5 ml,Siegfried,15642,11863,Gotas oftálmicas/Colirios,uso externo,,g %,1,unidades de 5 ml,Venta Bajo Receta,Antibiótico Antiinfl.,663384,466221000221103,736085417012,736085417012,Importado,NO CONTROLADO
TRAZIMERA,trastuzumab,440 mg f.a. x 1+ solv.,Pfizer,5411880,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,1,unidades,Venta Bajo Receta Archivada,Antineoplásico, ,378941000221103,07795381411684,7795381411684,Importado,NO CONTROLADO
TREAPLOS GOTAS,trehalosa 3,gts.oft.x 7.5 ml,Novoplos,23820,0,Gotas oftálmicas/Colirios,uso externo,,No Clasificada,1,unidades de 7.5 ml,Venta Bajo Receta,Lubricante ocular,6304712,314181000221108,07795373013285,7795373013285,Nacional,NO CONTROLADO
TREG,omeprazol,20 mg cáps.x 15,Genomma Lab.,4245,0,Cápsulas/Softgels,oral,,mg,15,unidades,Venta Libre,Antiulceroso, ,325861000221102,07790839980910,7790839980910,Nacional,NO CONTROLADO
TREG,omeprazol,20 mg cáps.x 30,Genomma Lab.,7711,0,Cápsulas/Softgels,oral,,mg,30,unidades,Venta Libre,Antiulceroso, ,255121000221105,07790839000212,7790839000212,Nacional,NO CONTROLADO
TREG,omeprazol+asoc.,20mg.cáps.x900 bl.60x15,Genomma Lab.,244748,0,Cápsulas/Softgels,oral,,mg,900,unidades,Venta Libre,Antiulceroso, , ,07790839981054,7790839981054,Importado,NO CONTROLADO
TREG DOBLE ACCION,"omeprazol+sodio,bicarbonato",blíster comp.x 14,Genomma Lab.,11608,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,14,unidades,Venta Libre,Antiácido, , ,7798420160758,7798420160758,Nacional,NO CONTROLADO
TREGINAX,lamotrigina,25 mg comp. x 30,Ariston,19319,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Antiepiléptico,5094681, ,7795349501518,7795349501518,Nacional,VENTA VIGILADA
TREGINAX,lamotrigina,50 mg comp. x 30,Ariston,30071,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Antiepiléptico,5094731, ,7795349501013,7795349501013,Nacional,VENTA VIGILADA
TREGINAX,lamotrigina,100 mg comp. x 30,Ariston,46163,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Antiepiléptico,5094891, ,7795349501525,7795349501525,Nacional,VENTA VIGILADA
TREGINAX,lamotrigina,200 mg comp. x 30,Ariston,82454,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Antiepiléptico,5094941, ,7795349501532,7795349501532,Nacional,VENTA VIGILADA
TRELEGY ELLIPTA,"fluticasona,furoato+umeclidinio+vilanterol",92/55/22mcg inh.x30dosis,GlaxoSmithKline Biopharma,141411,138638,Sprays/Aerosoles/Soluciones para nebulizar,inhalatoria,,mcg,30,dosis,Venta Bajo Receta,Antiinflam.respirat.Broncodil.,6540261,322901000221101,07798365530531,7794640820960,Importado,NO CONTROLADO
TRELEGY ELLIPTA,"fluticasona,furoato+umeclidinio+vilanterol",200 mcg inh.x 30 dosis,GlaxoSmithKline Biopharma,156620,138524,Sprays/Aerosoles/Soluciones para nebulizar,inhalatoria,,mcg,30,dosis,Venta Bajo Receta,Antiinflam.respirat.Broncodil.,6705421,463131000221101,05054290007268,5054290001556,Importado,NO CONTROLADO
TRELPA,tretinoína,10 mg cáps.bl.x 100,Bioprofarma Bagó,4746600,0,Cápsulas/Softgels,oral,,mg,100,unidades,Venta Bajo Receta Archivada,Antineoplásico,681642, ,7798021444530,7798021444530,Nacional,NO CONTROLADO
TREMFYA,guselkumab,100 mg/ml autoiny. x 1,Janssen-Cilag,9980274,0,Dispositivos especiales/Aplicadores,inyectable SC,,mg/ml,1,unidades de 1 ml,Venta Bajo Receta,Anticuerpo monoclonal. Inhib. de la interleucina,6571972,411111000221109,07795314598833,7795314598833,Importado,NO CONTROLADO
TREONATO DE MAGNESIO 1000,magnesio treonato+asoc.,comp. x 60,Provefarma,21939,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7798119969679,7798119969679,Importado,NO CONTROLADO
TREPROSTINIL SANDOZ,treprostinil,5 mg/ml fco.x 20 ml,Biosidus S.A.U.,137241714,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,,mg/ml,1,unidades de 20 ml,Venta Bajo Receta,Vasodilatador,666468,449471000221101,07795306998115,7795306998115,Importado,NO CONTROLADO
TREPROSTINIL SANDOZ,treprostinil,10 mg/ml fco.x 20 ml,Biosidus S.A.U.,258286521,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,,mg/ml,1,unidades de 20 ml,Venta Bajo Receta,Vasodilatador,666471,449451000221108,07795306998122,7795306998122,Importado,NO CONTROLADO
TRESITE F,triiodotironina+flumetasona,pomo x 40 g,Temis-Lostaló,62431,54151,Cremas/Geles/Pomadas/Ungüentos,uso externo,,mg %,1,unidades de 40 g,Venta Bajo Receta,Corticosteroide tópico,2691774,314201000221109,07795337903683,7795337903683,Nacional,NO CONTROLADO
TRESUVI,treprostinil,1 mg/ml f.a.x1x10ml,Tuteur,12306088,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,,mg/ml,1,unidades,Venta Bajo Receta,Vasodilatador, ,449481000221103,07793397090725,7793397090725,Importado,NO CONTROLADO
TRESUVI,treprostinil,2.5 mg/ml f.a.x1x10ml,Tuteur,30765215,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,,mg/ml,1,unidades,Venta Bajo Receta,Vasodilatador, ,449501000221105,07793397090732,7793397090732,Importado,NO CONTROLADO
TRESUVI,treprostinil,5 mg/ml f.a.x1x10ml,Tuteur,58453758,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,,mg/ml,1,unidades,Venta Bajo Receta,Vasodilatador, ,449511000221108,07793397090749,7793397090749,Importado,NO CONTROLADO
TRESUVI,treprostinil,10 mg/ml f.a.x1x10ml,Tuteur,110008958,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,,mg/ml,1,unidades,Venta Bajo Receta,Vasodilatador, ,449491000221100,07793397090756,7793397090756,Importado,NO CONTROLADO
TREXAM,pemetrexed,500 mg f.a.x 1,Richmond,7569197,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,1,unidades,Venta Bajo Receta,Antineoplásico,5832001,314211000221107,07795348251179,7795348251179,Nacional,NO CONTROLADO
TREXBIOTIC,azitromicina,susp.oral x 15 ml,Casasco,13162,0,Jarabe/Suspensión oral/Polvo para uso oral,oral,,mg/5 ml,1,unidades de 15 ml,Venta Bajo Receta Archivada,Antibiótico,4173701,510841000221101,07791909117335,7791909117335,Nacional,VENTA VIGILADA
TREXBIOTIC,azitromicina,susp.oral x 30 ml,Casasco,25129,15380,Jarabe/Suspensión oral/Polvo para uso oral,oral,,mg/5 ml,1,unidades de 30 ml,Venta Bajo Receta Archivada,Antibiótico,4173702,510851000221104,07791909117342,7791909117342,Nacional,VENTA VIGILADA
TREXBIOTIC,azitromicina,500 mg comp.rec.x 3,Casasco,15817,11375,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,3,unidades,Venta Bajo Receta Archivada,Antibiótico,4173621, ,7791909117274,7791909117274,Nacional,VENTA VIGILADA
TREXBIOTIC,azitromicina,500 mg comp.rec.x 6,Casasco,22722,15364,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,6,unidades,Venta Bajo Receta Archivada,Antibiótico,4173622,510861000221102,07791909117298,7791909117298,Nacional,VENTA VIGILADA
TREXOL,olanzapina,5 mg comp.rec.x 28,Beta,94291,69629,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,28,unidades,Venta Bajo Receta Archivada,Antipsicótico,4529044,196761000221100,07795328057739,7795328057739,Nacional,VENTA VIGILADA
TREXOL,olanzapina,10 mg comp.rec.x 28,Beta,184770,141620,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,28,unidades,Venta Bajo Receta Archivada,Antipsicótico,4529207,231421000221103,07795328057777,7795328057777,Nacional,VENTA VIGILADA
TREXONIL,treprostinil,a.x 28,Tuteur,147826863,0,Sprays/Aerosoles/Soluciones para nebulizar,inhalatoria,,mg/ml,28,unidades,Venta Bajo Receta,Trat.hipertensión arterial pulmonar,6464130,314221000221102,07793397090398,7793397090398,Nacional,NO CONTROLADO
TREXTECH,pemetrexed,500 mg iny.f.a.x 1,Laboratorio Valar,6701205,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,1,unidades,Venta Bajo Receta,Antineoplásico,6121551,314231000221104,07798163340066,7798163340066,Nacional,NO CONTROLADO
TRI BLEND WHEY PROTEIN,proteínas+asoc.,chocolate env.x 990 g,Pharmamerican S.R.L.,73899,0,Granulados,oral,,No Clasificada,1,unidades de 960 g,Venta Libre,Suplemento dietario, , ,7798008297036,7798008297036,Nacional,NO CONTROLADO
TRI BLEND WHEY PROTEIN,proteínas+asoc.,vainilla env.x 960 g,Pharmamerican S.R.L.,73899,0,Granulados,oral,,No Clasificada,1,unidades de 960 g,Venta Libre,Suplemento dietario, , ,7798008297043,7798008297043,Nacional,NO CONTROLADO
TRI VI FLUOR,vit.a+vit.c+vit.d+flúor,sol.x 30 ml,Siegfried,11311,0,Gotas orales,oral,,No Clasificada,1,unidades de 30 ml,Venta Bajo Receta,Polivitamínico,655672,314661000221108,07798129416545,7795380001336,Nacional,NO CONTROLADO
TRI VI SOL,vit.a+vit.c+vit.d,sol.x 20 ml,Siegfried,16076,0,Gotas orales,oral,,No Clasificada,1,unidades de 20 ml,Venta Bajo Receta,Vitamínico,655832,314671000221104,07798129416538,7795380001343,Nacional,NO CONTROLADO
TRI-LUMA,fluocinolona+hidroquinona+asoc.,cr.x 15 g,Galderma,62577,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 15 g,Venta Bajo Receta,Dermoaclarante,5037881,314261000221105,03499320002448,3499320002448,Importado,NO CONTROLADO
TRI-ZEVUVIR,emtricitabina+tenofovir alaf.+dolutegravir,comp.rec.x 30,Richmond,1126695,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Antiviral contra HIV, ,445481000221101,07795348424795,7795348424795,Nacional,VENTA VIGILADA
TRIAL GEL,estradiol,gel x 80 g,Beta,67438,65203,Cremas/Geles/Pomadas/Ungüentos,transdermal,,mg %,1,unidades de 80 g,Venta Bajo Receta,Estrogenoterapia,3969884,314271000221101,07795328055926,7795328055926,Nacional,NO CONTROLADO
TRIAMCINOLONA RICHET,triamcinolona,30 mg/5 ml iny.a.x 1,Richet,24721,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,mg/ml,1,unidades de 1 ml,Venta Bajo Receta,Corticosteroide,6641710,449811000221105,07795336295000,7795336295000,Nacional,NO CONTROLADO
TRIAMCINOLONA RICHET,triamcinolona,40 mg/1 ml iny.a.x 1,Richet,33822,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,mg/ml,1,unidades de 1 ml,Venta Bajo Receta,Corticosteroide,6641840,449831000221102,07795336294997,7795336294997,Nacional,NO CONTROLADO
TRIAMID,azitromicina,500 mg comp.rec.x 3,Beta,16918,14734,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,3,unidades,Venta Bajo Receta Archivada,Antibiótico,4034021,106101000221103,07795328051201,7795328051201,Nacional,VENTA VIGILADA
TRIAMID,azitromicina,500 mg comp.rec.x 5,Beta,19259,18771,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,5,unidades,Venta Bajo Receta Archivada,Antibiótico,4034022,110091000221106,07795328051218,7795328051218,Nacional,VENTA VIGILADA
TRIAMID,azitromicina,500 mg comp.rec.x 6,Beta,22917,22337,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,6,unidades,Venta Bajo Receta Archivada,Antibiótico,4034023,227371000221101,07795328051225,7795328051225,Nacional,VENTA VIGILADA
TRIATOP BY MEDICASP,producto cosmético,shamp. clinical x 165 ml,Genomma Lab.,13890,0,Shampoo/Jabón líquido,uso externo,,No Clasificada,1,unidades de 165 g,Venta Libre,Anticaspa, , ,7798140256151,7798140256151,Nacional,NO CONTROLADO
TRIATOP BY MEDICASP,producto cosmético,shamp.reparac. x 165 ml,Genomma Lab.,13890,0,Shampoo/Jabón líquido,uso externo,,No Clasificada,1,unidades de 165 g,Venta Libre,Anticaspa, , ,7798140256168,7798140256168,Nacional,NO CONTROLADO
TRIATOP BY MEDICASP,producto cosmético,shamp. clinical x 400 ml,Genomma Lab.,22790,0,Shampoo/Jabón líquido,uso externo,,No Clasificada,1,unidades de 400 ml,Venta Libre,Anticaspa, , ,7798140256144,7798140256144,Nacional,NO CONTROLADO
TRIATOP BY MEDICASP,producto cosmético,shamp.reparac. x 400 ml,Genomma Lab.,22790,0,Shampoo/Jabón líquido,uso externo,,No Clasificada,1,unidades de 400 ml,Venta Libre,Anticaspa, , ,7798140256137,7798140256137,Nacional,NO CONTROLADO
TRIBIOCORT,betametasona+gentamic.+miconazol,cr.x 20 g,Biosintex,15047,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 20 g,Venta Bajo Receta,Antibiótico Antiinfl.Antimicot.,528125,314291000221100,07794207000316,7794207000316,Nacional,NO CONTROLADO
TRIBUTINA,trimebutina,200 mg comp.x 20,Lafedar,16366,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta,Antiespasmódico,3970691,378961000221104,07798021291660,7798021291660,Nacional,NO CONTROLADO
TRIBUTINA,trimebutina,100 mg comp.x 20,Lafedar,16462,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta,Antiespasmódico,3970511, ,7798021291646,7798021291646,Nacional,NO CONTROLADO
TRIBUTINA,trimebutina,200 mg comp.x 30,Lafedar,23910,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antiespasmódico,3970692, ,7798021291677,7798021291677,Nacional,NO CONTROLADO
TRIBUTINA,trimebutina,100 mg comp.x 40,Lafedar,25640,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,40,unidades,Venta Bajo Receta,Antiespasmódico,3970512, ,7798021291653,7798021291653,Nacional,NO CONTROLADO
TRIBUTINA,trimebutina,200 mg comp.x 60,Lafedar,44602,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antiespasmódico,3970693, ,7798021291684,7798021291684,Nacional,NO CONTROLADO
TRICOFIN,metronidazol,1 g comp.x 4,Megalabs Argentina,7267,7267,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,4,unidades,Venta Bajo Receta Archivada,Tricomonicida,4805671,145471000221103,07791763333773,7791763333773,Nacional,VENTA VIGILADA
TRICOFIN,metronidazol,1 g comp.x 8,Megalabs Argentina,9455,9455,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,8,unidades,Venta Bajo Receta Archivada,Tricomonicida,4805672,145481000221100,07791763337801,7791763337801,Nacional,VENTA VIGILADA
TRICOFIN,metronidazol,500 mg óv.x 8,Megalabs Argentina,10193,6616,Ovulos/Comprimidos vaginales,vaginal,,mg,8,unidades,Venta Bajo Receta,Tricomonicida,3456461,126221000221107,07791763002761,7791763002761,Nacional,NO CONTROLADO
TRICOFIN,metronidazol,500 mg comp.x 20,Megalabs Argentina,14685,6534,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta Archivada,Tricomonicida,3456381,120371000221100,07791763002747,7791763002747,Nacional,VENTA VIGILADA
TRICOMAX,aminoácidos+asoc.,loción folicular x 30 ml,Cassará,28510,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades,Venta Libre,Antialopécico, , ,7795373019522,7795373019522,Nacional,NO CONTROLADO
TRICOMAX,aminoácidos+asoc.,cáps.x 30,Cassará,24450,0,Cápsulas/Softgels,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7795373012349,7795373012349,Nacional,NO CONTROLADO
TRICOMAX 2,aminoácidos+asoc.,cáps.x 90,Cassará,51080,0,Cápsulas/Softgels,oral,,No Clasificada,90,unidades,Venta Libre,Suplemento dietario, , ,7795373022454,7795373022454,Nacional,NO CONTROLADO
TRICONAL,vit.+aminoácidos,cáps.x 30,Siegfried,4006,0,Cápsulas/Softgels,oral,,No Clasificada,30,unidades,Venta Bajo Receta,Tricogenético Antiseborreico,198291, ,7795380042681,7795380042681,Nacional,NO CONTROLADO
TRICOPEL,"metionina,l-cistina,vit.c+asoc.",comp.x 60,Lando,23990,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7798186530048,7798186530048,Nacional,NO CONTROLADO
TRICOPEL,péptido cúprico,loc.capilar x 30 ml,Lando,40710,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 30 ml,Venta Libre,Regenerador capilar, , ,7798186530086,7798186530086,Nacional,NO CONTROLADO
TRICOPLUS,minoxidil,2% loc.capilar x 60 ml,Megalabs Argentina,6428,0,Solución de uso externo/Loción,uso externo,,g %,1,unidades de 60 ml,Venta Bajo Receta,Antialopécico,3727723,314321000221106,07791763001009,7791763001009,Nacional,NO CONTROLADO
TRICOPLUS,minoxidil,5% loc.capilar x 60 ml,Megalabs Argentina,7289,0,Solución de uso externo/Loción,uso externo,,g %,1,unidades de 60 ml,Venta Bajo Receta,Antialopécico,4536393,314331000221109,07791763001016,7791763001016,Nacional,NO CONTROLADO
TRICUR,ketoconazol+hidrocort.+gentamic.,cr.x 15 g,Lafedar,9251,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 15 g,Venta Bajo Receta,Antimicótico Antibacteriano,3368852,314341000221102,7798021298133,7798021298133,Nacional,NO CONTROLADO
TRIDERMAL,ketoconazol+hidrocort.+gentamic.,cr.x 30 g,Panalab,44409,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 30 g,Venta Bajo Receta,Antibiótico Antiinfl.Antimicot.,4559902,314351000221100,07798051850257,7798051850257,Nacional,NO CONTROLADO
TRIDESTAN N,levonorgestrel+etinilestradiol,grag.x 21,Gador,12534,7819,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mcg,21,unidades,Venta Bajo Receta,Anticonceptivo,4032461,136561000221104,07792183486667,7792183486667,Nacional,NO CONTROLADO
TRIDIGESTIVO VL,takadiastasa+pancreatina+pepsina,grag. x 10,Soubeiran Chobet,6369,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,10,unidades,Venta Libre,Digestivo, , ,7795375601473,7795375601473,Nacional,NO CONTROLADO
TRIDIGESTIVO VL,takadiastasa+pancreatina+pepsina,grag.x 20,Soubeiran Chobet,12671,8328,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,20,unidades,Venta Libre,Digestivo enzimático,109414,237421000221107,07795375590005,7795375590005,Nacional,NO CONTROLADO
TRIEFECT CREMA,ketoconazol+hidrocort.+gentamic.,cr.x 15 g,Omicron,9900,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g,1,unidades de 15 g,Venta Bajo Receta,Antibiótico Antiinfl.Antimicot.,3914251,314361000221103,07798113693136,7798113693136,Nacional,NO CONTROLADO
TRIFACILINA 1000,ampicilina,1000 mg comp.x 8,Bagó,15387,12056,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,8,unidades,Venta Bajo Receta Archivada,Antibiótico,2117981,122561000221101,07790375001605,7790375001605,Nacional,VENTA VIGILADA
TRIFACILINA 1000,ampicilina,1000 mg comp.x 16,Bagó,30608,23984,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,16,unidades,Venta Bajo Receta Archivada,Antibiótico,2117982,193891000221106,07790375001612,7790375001612,Nacional,VENTA VIGILADA
