NOMBRE,DROGA,PRESENTACION,LABORATORIO,PRECIO,PRECIOPAMI,FORMA,VIA,POTENCIA,UPOTENCIA,UNIDADES,TIPOUNIDAD,TIPO_DE_VENTA,ACCION,TROQUEL,SNOMED,GTIN1,C_BARRA,IMPORTADO,D_MARCA_CONTROLADO
+50,vit.+asoc.,comp.x 30,ISA,13800,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,30,unidades,Venta Libre,Energizante psicofísico, , ,7790839000267,7790839000267,Nacional,NO CONTROLADO
100% WHEY PROTEIN,proteínas de suero de leche,chocolate x 907 g,Laboratorio ENA,72000,0,Granulados,oral,,No Clasificada,1,unidades de 907 g,Venta Libre,Suplemento dietario, , ,7792981066115,7792981066115,Nacional,NO CONTROLADO
100% WHEY PROTEIN,proteínas de suero de leche,frutilla x 907 g,Laboratorio ENA,72000,0,Granulados,oral,,No Clasificada,1,unidades de 907 g,Venta Libre,Suplemento dietario, , ,7792981070440,7792981070440,Nacional,NO CONTROLADO
100% WHEY PROTEIN,proteínas de suero de leche,vainilla x 907 g,Laboratorio ENA,72000,0,Granulados,oral,,No Clasificada,1,unidades de 907 g,Venta Libre,Suplemento dietario, , ,7792981066108,7792981066108,Nacional,NO CONTROLADO
102 FOCUS,magnesio+asoc.,comp. rec. x 30,Laboratorio Gramon,24977,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7791984001727,7791984001727,Nacional,NO CONTROLADO
102 MAGNESIO,vit.+minerales+asoc.,comp. rec. x 30,Laboratorio Gramon,16958,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7791984001512,7791984001512,Nacional,NO CONTROLADO
102 MAGNESIO CITRATO,magnesio citrato,comp. x 30,Laboratorio Gramon,17848,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7791984001758,7791984001758,Nacional,NO CONTROLADO
102 MAGNESIO GUMMIES,magnesio+asoc.,gomitas x 90,Laboratorio Gramon,21166,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,90,unidades,Venta Libre,Suplemento dietario, , ,7791984001529,7791984001529,Nacional,NO CONTROLADO
102 MUJER,vit.+minerales,cáps.bl.x 30,Laboratorio Gramon,22922,0,Cápsulas/Softgels,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7791984001154,7791984001154,Nacional,NO CONTROLADO
102 PLUS,vit.+minerales,comp.x 30,Laboratorio Gramon,19064,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7791984000485,7791984000485,Nacional,NO CONTROLADO
102 PLUS,vit.+minerales,comp.x 60,Laboratorio Gramon,33176,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7791984000492,7791984000492,Nacional,NO CONTROLADO
102 PLUS,vit.+minerales,comp.x 90,Laboratorio Gramon,46894,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,90,unidades,Venta Libre,Suplemento dietario, , ,7791984000508,7791984000508,Nacional,NO CONTROLADO
102 PLUS EFERVESCENTE,vit.+minerales,sob.x 15,Laboratorio Gramon,15978,0,Granulados,oral,,No Clasificada,15,unidades,Venta Libre,Suplemento dietario, , ,7791984000515,7791984000515,Nacional,NO CONTROLADO
102 SPORT BCAA,vit.+minerales,sob.x 30,Laboratorio Gramon,41259,0,Granulados,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7791984001192,7791984001192,Nacional,NO CONTROLADO
102 VITAMINA C,vit.+asoc.,comp.rec. x 30,Laboratorio Gramon,18944,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7791984001710,7791984001710,Nacional,NO CONTROLADO
102 VITAMINA C,vit.+asoc.,sobres x 30,Laboratorio Gramon,21463,0,Granulados,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7791984001635,7791984001635,Nacional,NO CONTROLADO
3 TC,lamivudina,sol.x 240 ml,GlaxoSmithKline Biopharma,108023,0,Jarabe/Suspensión oral/Polvo para uso oral,oral,,mg/5 ml,1,unidades de 240 ml,Venta Bajo Receta Archivada,Antiviral contra HIV,4108371,255911000221103,07798365530999,7796930007303,Importado,VENTA VIGILADA
3 TC,lamivudina,150 mg comp.rec.x 60,GlaxoSmithKline Biopharma,246644,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Antiviral contra HIV,4108451,121201000221105,07798365530982,7796930007310,Importado,VENTA VIGILADA
3 TC + AZT ELEA,lamivudina+zidovudina,comp.x 60,Elea,70844,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Antiviral contra HIV,4754931,113251000221103,07796285049928,7796285049928,Nacional,VENTA VIGILADA
3 TC COMPLEX,lamivudina+zidovudina,comp.rec.x 60,GlaxoSmithKline Biopharma,559330,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Antiviral contra HIV,4408181,243981000221108,07798365530876,7796930003336,Importado,VENTA VIGILADA
4 x 4,sildenafil,50 mg comp.rec.x 4,ISA,7000,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,4,unidades,Venta Bajo Receta Archivada,Trat.disfunción sexual masc.,5159542,208461000221108,07790839980248,7790839980248,Nacional,VENTA VIGILADA
5 FU,fluorouracilo,ung.x 20 g,Cassará,61750,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 20 g,Venta Bajo Receta Archivada,Antineoplásico,6747551, ,7795373003538,7795373003538,Nacional,NO CONTROLADO
5-ASA 1000,mesalazina,1 g sob.x 30,Domínguez,204255,137310,Granulados,oral,,mg,30,unidades,Venta Bajo Receta,Antiinflam.intestinal,6393421,255921000221108,07795327064622,7795327064622,Nacional,NO CONTROLADO
5-ASA 1000,mesalazina,1 g sup.x 30,Domínguez,237353,0,Supositorios,rectal,,mg,30,unidades,Venta Bajo Receta,Antiinflam.intestinal,6770711, ,779532706591,779532706591,Nacional,NO CONTROLADO
5-ASA 2000,mesalazina,2 g sob.x 30,Domínguez,366256,244651,Granulados,oral,,mg,30,unidades,Venta Bajo Receta,Antiinflam.intestinal,6393551,255931000221106,07795327064639,7795327064639,Nacional,NO CONTROLADO
5-ASA 400,mesalazina,400 mg sup.x 10,Domínguez,41133,30026,Supositorios,rectal,,mg,10,unidades,Venta Bajo Receta,Antiinflam.intestinal,3314131,135481000221104,07795327061188,7795327061188,Nacional,NO CONTROLADO
5-ASA 400,mesalazina,400 mg comp.x 30,Domínguez,104542,65545,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antiinflam.intestinal,3313721,95941000221101,07795327061164,7795327061164,Nacional,NO CONTROLADO
5-ASA 400,mesalazina,400 mg sup.x 30,Domínguez,117746,85955,Supositorios,rectal,,mg,30,unidades,Venta Bajo Receta,Antiinflam.intestinal,3314132,135501000221106,07795327061195,7795327061195,Nacional,NO CONTROLADO
5-ASA 400,mesalazina,400 mg comp.x 60,Domínguez,198778,124629,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antiinflam.intestinal,3313722,95951000221104,07795327061171,7795327061171,Nacional,NO CONTROLADO
5-ASA 4000,mesalazina,4 g sob.x 30,Domínguez,610269,0,Granulados,oral,,g,30,unidades,Venta Bajo Receta,Antiinflam.intestinal,6655681,432411000221103,07795327065742,7795327065742,Nacional,NO CONTROLADO
5-ASA 500,mesalazina,500 mg comp.x 30,Domínguez,107833,69635,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antiinflam.intestinal,5820131,109671000221106,07795327063625,7795327063625,Nacional,NO CONTROLADO
5-ASA 500,mesalazina,500 mg comp.x 60,Domínguez,194105,125346,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antiinflam.intestinal,5820132,109931000221100,07795327063632,7795327063632,Nacional,NO CONTROLADO
5-ASA 800,mesalazina,800 mg comp.x 30,Domínguez,156910,111411,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antiinflam.intestinal,5820001,145521000221100,07795327063670,7795327063670,Nacional,NO CONTROLADO
5-ASA 800,mesalazina,800 mg comp.x 60,Domínguez,271355,192670,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antiinflam.intestinal,5820002,96271000221108,07795327063687,7795327063687,Nacional,NO CONTROLADO
5XR 1000,mesalazina,1000 mg comp.x 30,Ariston,171625,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antiinflam.intestinal,6680841,508871000221107,07795349500924,7795349500924,Nacional,NO CONTROLADO
5XR 1000,mesalazina,1000 mg comp.x 60,Ariston,339692,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antiinflam.intestinal,6680842,508881000221105,07795349500931,7795349500931,Nacional,NO CONTROLADO
5XR 500,mesalazina,500 mg comp.x 50,Ariston,151083,74617,Cáps./Comp. de Liberación Controlada,oral,,mg,50,unidades,Venta Bajo Receta,Antiinflam.intestinal,5895421,185681000221107,07795349000172,7795349000172,Nacional,NO CONTROLADO
5XR 500,mesalazina,500 mg comp.x 100,Ariston,284550,126775,Cáps./Comp. de Liberación Controlada,oral,,mg,100,unidades,Venta Bajo Receta,Antiinflam.intestinal,5895422,185691000221105,07795349000189,7795349000189,Nacional,NO CONTROLADO
8 HORAS,eszopiclona,2 mg comp.x 30,Elea,24958,19588,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Hipnótico,5624002,201401000221101,07796285053147,7796285053147,Nacional,PSICOTROPICO IV
8 HORAS,eszopiclona,3 mg comp.x 30,Elea,31196,24483,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Hipnótico,5624131,194711000221108,07796285053154,7796285053154,Nacional,PSICOTROPICO IV
A ACIDO,"retinoico,ác.",0.05% cr.x 10 g,Domínguez,6422,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 10 g,Venta Bajo Receta,Queratolítico,2168891,255951000221102,07795327060006,7795327060006,Nacional,NO CONTROLADO
A ACIDO,"retinoico,ác.",0.1% cr.x 10 g,Domínguez,7602,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 10 g,Venta Bajo Receta,Queratolítico,2168971,255941000221104,07795327060020,7795327060020,Nacional,NO CONTROLADO
A ACIDO,"retinoico,ác.",0.2% cr.x 10 g,Domínguez,8326,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 10 g,Venta Bajo Receta,Queratolítico,2062361,255961000221100,07795327060037,7795327060037,Nacional,NO CONTROLADO
A ACIDO EMOLIENTE,"retinoico,ác.",0.025% cr.x 30 g,Domínguez,15142,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 30 g,Venta Bajo Receta,Queratolítico,3444242,255971000221109,07795327060051,7795327060051,Nacional,NO CONTROLADO
A ACIDO VITAL,"retinoico,ác.",cr.x 30 g,Domínguez,14783,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 30 g,Venta Bajo Receta,Queratolítico,3068041,255981000221107,07795327060044,7795327060044,Nacional,NO CONTROLADO
A-VITEL,vit.a,100000 UI cr.pomo x 50 g,Medipharma,11407,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,UI/100 g,1,unidades de 50 g,Venta Libre,Reconstituyente dérmico, ,261511000221101,07798030237918,7798030237918,Nacional,NO CONTROLADO
A-VITEL,vit.a,100000 UI cr.pomo x 100g,Medipharma,17475,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,UI/100 g,1,unidades de 100 g,Venta Libre,Reconstituyente dérmico, ,261491000221109,07798030238014,7798030238014,Nacional,NO CONTROLADO
A-VITEL,vit.a,100000 UI cr.x 200 g,Medipharma,27066,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,UI/100 g,1,unidades de 200 g,Venta Libre,Reconstituyente dérmico,4383004,261501000221104,07798030238021,7798030238021,Nacional,NO CONTROLADO
A-VITEL E,vit.a+vit.e,cr.pomo x 100 g,Medipharma,23673,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,UI/100 g,1,unidades de 100 g,Venta Libre,Nutriente dérmico, ,261521000221106,7798030237932,7798030237932,Nacional,NO CONTROLADO
ABACAVIR ELEA,abacavir,300 mg comp.rec.x 60,Elea,106983,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Antiviral contra HIV,5094051,100181000221106,07796285050658,7796285050658,Nacional,VENTA VIGILADA
ABARAX,benznidazol,50 mg comp.x 100,Elea,67567,63535,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,100,unidades,Venta Bajo Receta,Antichagásico,6149681,170001000221105,07796285272623,7796285272623,Nacional,NO CONTROLADO
ABARAX,benznidazol,100 mg comp.x 100,Elea,108393,103424,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,100,unidades,Venta Bajo Receta,Antichagásico,6149711,153841000221108,07796285272616,7796285272616,Nacional,NO CONTROLADO
ABAXON,rivaroxabán,10 mg x 10 comp.rec.,Roemmers,53359,47071,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,10,unidades,Venta Bajo Receta,Antitrombótico,6687847,449911000221101,07795345123370,7795345123370,Nacional,NO CONTROLADO
ABAXON,rivaroxabán,2.5 mg x 30 comp.rec.,Roemmers,69014,67264,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antitrombótico,6688002,445321000221108,07795345123363,7795345123363,Nacional,NO CONTROLADO
ABAXON,rivaroxabán,15 mg x 30 comp.rec.,Roemmers,127581,124347,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antitrombótico,6687972,445311000221103,07795345123394,7795345123394,Nacional,NO CONTROLADO
ABAXON,rivaroxabán,10 mg x 30 comp.rec.,Roemmers,134099,130700,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antitrombótico,6687842,445301000221101,07795345123387,7795345123387,Nacional,NO CONTROLADO
ABAXON,rivaroxabán,20 mg x 30 comp.rec.,Roemmers,138082,134583,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antitrombótico,6687712,445291000221102,07795345123400,7795345123400,Nacional,NO CONTROLADO
ABELCET,anfotericina b complejo lipídico,100 mg f.a.x 20 ml,Teva Argentina,694469,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,1,unidades,Venta Bajo Receta Archivada,Antibiótico Antimicótico,4809631,255991000221105,07795326006616,7795326006616,Importado,VENTA VIGILADA
ABINTRA,arginina+asoc.,sob.x 27 g,B-Life,32910,0,Batidos/Puré/Jugos/Otros alimentos,oral,,No Clasificada,1,unidades de 27.5 g,Venta Bajo Receta,Alimentos propós.médico específ., , ,612197152006,612197152006,Importado,NO CONTROLADO
ABIRANOVA,"abiraterona,acetato",250 mg comp.x 120,Celnova Argentina,9365746,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,120,unidades,Venta Bajo Receta Archivada,Antineoplásico,634100,222621000221105,07798311370082,7798311370082,Nacional,NO CONTROLADO
ABIRATERON-A,"abiraterona,acetato",250 mg comp.x 120,Lafedar,12556205,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,120,unidades,Venta Bajo Receta Archivada,Antineoplásico,6484841,352581000221100,07798021299130,7798021299130,Nacional,NO CONTROLADO
ABIRATERONA GLENMARK,"abiraterona,acetato",250 mg comp.x 120,Glenmark,11039636,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,120,unidades,Venta Bajo Receta Archivada,Antineoplásico,666342,462891000221101,07798088129081,7798088129081,Importado,NO CONTROLADO
ABLOOM,amlodipina,10 mg comp.x 30,Duncan,20983,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianginoso Antihipertensivo,5394393,139141000221102,07795361519515,7795361519515,Nacional,NO CONTROLADO
ABNOBA VISCUM FRAXINI,viscum album l,0.02 mg iny.a.x 8,GP Pharm,420393,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/ml,8,unidades de 1 ml,Venta Bajo Receta,Coadyuvante en oncología,6240391,256001000221106,07798006870613,7798006870613,Nacional,NO CONTROLADO
ABNOBA VISCUM FRAXINI,viscum album l,0.2 mg iny.a.x 8,GP Pharm,420393,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/ml,8,unidades de 1 ml,Venta Bajo Receta,Coadyuvante en oncología,6240421,256011000221109,07798006870606,7798006870606,Nacional,NO CONTROLADO
ABNOBA VISCUM FRAXINI,viscum album l,2 mg iny.a.x 8,GP Pharm,420393,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/ml,8,unidades de 1 ml,Venta Bajo Receta,Coadyuvante en oncología,6240551,256021000221104,07798006870590,7798006870590,Nacional,NO CONTROLADO
ABNOBA VISCUM FRAXINI,viscum album l,20 mg iny.a.x 8,GP Pharm,420393,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/ml,8,unidades de 1 ml,Venta Bajo Receta,Coadyuvante en oncología,6240861,256031000221101,07798006870583,7798006870583,Nacional,NO CONTROLADO
ABRALUX,"polietileno,microgránulos",cr.x 60 g,Valuge,31877,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,No Clasificada,1,unidades de 60 g,Venta Libre,Abrasivo de limpieza, , ,7798095330043,7798095330043,Nacional,NO CONTROLADO
ABRIKAT,acalabrutinib,100 mg cáps.x 60,Eczane,19458031,0,Cápsulas/Softgels,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Antineoplásico, , ,7797416017274,7797416017274,Nacional,NO CONTROLADO
ABRILADA,adalimumab,40mg/0.8ml lap.prell.x 2,Pfizer,1380019,0,Jeringa prellenada,inyectable SC,,mg/ml,2,unidades de 0.8 ml,Venta Bajo Receta Archivada,Inhib.del factor necrosis tumoral, ,405771000221102,05415062373811,5415062373811,Importado,NO CONTROLADO
ABRYSVO,antígeno virus sincicial resp.,fco.a.liof.x1+disolv.x1,Pfizer,372323,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,,mcg,1,unidades,Venta Bajo Receta,Vacuna contra el virus sincicial respiratorio, ,497651000221108,05415062115848,5415062115848,Importado,NO CONTROLADO
AC QUAXA,piroctone olamine,shamp.x 200 ml,F & F Farma,30200,0,Shampoo/Jabón líquido,uso externo,,No Clasificada,1,unidades de 200 ml,Venta Libre,Anticaspa, , ,7798159090739,7798159090739,Nacional,NO CONTROLADO
ACALASTATERA,acalabrutinib,100 mg cáps.x 60,Jayor,17099360,0,Cápsulas/Softgels,oral,,mg,60,unidades,Venta Bajo Receta Archivada,Antineoplásico, , ,7798209712451,7798209712451,Nacional,NO CONTROLADO
ACALIX,diltiazem,60 mg comp.x 50,Roemmers,13780,10313,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta,Antianginoso,2766272,161621000221108,07795345002811,7795345002811,Nacional,NO CONTROLADO
ACALIX,diltiazem,90 mg comp.x 50,Roemmers,15374,14831,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta,Antianginoso,3064662,161641000221104,07795345006116,7795345006116,Nacional,NO CONTROLADO
ACALIX,diltiazem,120 mg comp.x 50,Roemmers,34617,26413,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta,Antianginoso,3064742,161671000221109,07795345006130,7795345006130,Nacional,NO CONTROLADO
ACALIX AP,diltiazem,120 mg cáps.x 30,Roemmers,32950,24646,Cáps./Comp. de Liberación Controlada,oral,,mg,30,unidades,Venta Bajo Receta,Antihipertensivo,2828722,112871000221100,07795345001968,7795345001968,Nacional,NO CONTROLADO
ACALIX CRONOS,diltiazem,180 mg cáps.x 30,Roemmers,34447,28108,Cápsulas/Softgels,oral,,mg,30,unidades,Venta Bajo Receta,Antianginoso,5468844,246821000221108,07795345013541,7795345013541,Nacional,NO CONTROLADO
ACALIX CRONOS,diltiazem,240 mg cáps.x 30,Roemmers,49833,41060,Cápsulas/Softgels,oral,,mg,30,unidades,Venta Bajo Receta,Antianginoso,5468974,246831000221106,07795345013558,7795345013558,Nacional,NO CONTROLADO
ACALIX CRONOS,diltiazem,300 mg cáps.x 30,Roemmers,55865,46045,Cápsulas/Softgels,oral,,mg,30,unidades,Venta Bajo Receta,Antianginoso,5469004,246841000221104,07795345013565,7795345013565,Nacional,NO CONTROLADO
ACANTEX,ceftriaxona,500 mg IM f.a.x 1,Siegfried,13395,10304,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,mg,1,unidades,Venta Bajo Receta Archivada,Antibiótico,6177421,256091000221102,07798129414503,7795380001268,Nacional,VENTA VIGILADA
ACANTEX,ceftriaxona,1 g IV f.a.x 1,Siegfried,18306,17933,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,1,unidades,Venta Bajo Receta Archivada,Antibiótico,6177681,256071000221103,07798129414527,7795380001282,Nacional,VENTA VIGILADA
ACANTEX,ceftriaxona,1 g IM f.a.x 1,Siegfried,25866,25339,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,mg,1,unidades,Venta Bajo Receta Archivada,Antibiótico,6177551,256061000221107,07798129414510,7795380001275,Nacional,VENTA VIGILADA
ACANTEX,ceftriaxona,2 g IV f.a.x 1,Siegfried,36019,35286,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,1,unidades,Venta Bajo Receta Archivada,Antibiótico,6177711,256081000221100,07798129414534,7795380001299,Nacional,VENTA VIGILADA
ACANTEX,ceftriaxona,1 g IM f.a.x 3,Siegfried,113843,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,mg,3,unidades,Venta Bajo Receta Archivada,Antibiótico,6177552, ,7795380001664,7795380001664,Nacional,VENTA VIGILADA
ACCESORIOS PARA FISTULAS,accesorio,caja x 10 cód.14021,Coloplast,416111,0,Accesorios medicinales,uso externo,,No Clasificada,10,unidades,Venta Libre,Accesorios, , ,5708932302821,5708932302821,Nacional,NO CONTROLADO
ACCESORIOS PARA FISTULAS,accesorio,caja x 10 cód.14031,Coloplast,416111,0,Accesorios medicinales,uso externo,,No Clasificada,10,unidades,Venta Libre,Accesorios, , ,5708932302845,5708932302845,Nacional,NO CONTROLADO
ACCESORIOS PARA FISTULAS,accesorio,caja x 10 cód.14041,Coloplast,416111,0,Accesorios medicinales,uso externo,,No Clasificada,10,unidades,Venta Libre,Accesorios, , ,5708932302869,5708932302869,Nacional,NO CONTROLADO
ACCESORIOS PARA FISTULAS,accesorio,caja x 10 cód.14010,Coloplast,588882,0,Accesorios medicinales,uso externo,,No Clasificada,10,unidades,Venta Libre,Accesorios, , ,5708932302784,5708932302784,Nacional,NO CONTROLADO
ACCESORIOS PARA FISTULAS,accesorio,caja x 12 cód.14015,Coloplast,424536,0,Accesorios medicinales,uso externo,,No Clasificada,12,unidades,Venta Libre,Accesorios, , ,5708932302807,5708932302807,Nacional,NO CONTROLADO
ACCU-CHEK GUIDE CONTROL,glucosa,solución control x 1,Roche Diabetes,22807,0,Accesorios medicinales,No Clasificada,,No Clasificada,1,unidades,Venta Libre,Control glucosa, , ,4015630066544,4015630066544,Importado,NO CONTROLADO
ACCU-CHEK GUIDE KIT,medidor de glucosa,medidor glucosa x 1,Roche Diabetes,67909,0,Kit,No Clasificada,,No Clasificada,1,unidades,No Clasificada,Control glucosa, , ,4015630067572,4015630067572,Importado,NO CONTROLADO
ACCU-CHEK PERFORMA CONTROL,glucosa,solución control x 1,Roche Diabetes,22807,0,Accesorios medicinales,No Clasificada,,No Clasificada,1,unidades,Venta Libre,Control glucosa, , ,4015630007257,4015630007257,Importado,NO CONTROLADO
ACCU-CHEK SOFTCLIX NEW,accesorio,lancetas x 25,Roche Diabetes,8667,4859,Lancetas/Agujas,No Clasificada,,No Clasificada,25,unidades,Venta Libre,Accesorios, , ,4015630018277,4015630018277,Nacional,NO CONTROLADO
ACCU-CHEK SOFTCLIX PUNZADOR,accesorio,unid.x 1,Roche Diabetes,27619,0,Dispositivos especiales/Aplicadores,No Clasificada,,No Clasificada,1,unidades,Venta Libre,Dispositivos especiales, , ,4015630018239,4015630018239,Nacional,NO CONTROLADO
ACEITE DE ALMENDRAS EWE,aceite de almendras,fco.x 30 ml,Sanitas,5390,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 30 ml,Venta Libre,Dermatocosméticos, , ,7797811099509,7797811099509,Nacional,NO CONTROLADO
ACEITE DE ALMENDRAS EWE,aceite de almendras,fco.x 50 ml,Sanitas,7310,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 50 ml,Venta Libre,Dermatocosméticos, , ,7797811099516,7797811099516,Nacional,NO CONTROLADO
ACEITE DE ALMENDRAS EWE CON GOTERO,aceite de almendras,fco. gotero x 30 ml,Sanitas,15840,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 30 ml,Venta Libre,Dermatocosméticos, , ,7797811099493,7797811099493,Nacional,NO CONTROLADO
ACEITE DE ARGAN EWE,aceite de argán+vit.e,env.x 50 ml,Sanitas,20090,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 50 ml,Venta Libre,Dermatocosméticos, , ,7797811099462,7797811099462,Nacional,NO CONTROLADO
ACEITE DE COCO NEUTRO,aceite de coco,fco.x 360 ml,San Ceferino,17494,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 360 ml,Venta Libre,Dermatológico, , ,7798033168394,7798033168394,Nacional,NO CONTROLADO
ACEITE DE COCO NEUTRO,aceite de coco,fco.x 660 ml,San Ceferino,32479,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 660 ml,Venta Libre,Dermatológico, , ,7798033168400,7798033168400,Nacional,NO CONTROLADO
ACEITE DE JOJOBA EWE,aceite de jojoba,fco.x 30 ml,Sanitas,18550,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 30 ml,Venta Libre,Dermatocosméticos, , ,7797811099448,7797811099448,Nacional,NO CONTROLADO
ACEITE DE KRILL,aceite de krill,cáps.x 60,Innovapharma,66200,0,Cápsulas/Softgels,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7798265480240,7798265480240,Importado,NO CONTROLADO
ACEITE DE LAVANDA EWE,producto cosmético,fco.x 8 ml,Sanitas,19150,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 8 ml,Venta Libre,Dermatocosméticos, , ,7797811099431,7797811099431,Nacional,NO CONTROLADO
